"","CVX.Open","CVX.High","CVX.Low","CVX.Close","CVX.Volume","CVX.Adjusted"
"2004-10-14",54.009998,54.060001,53.310001,53.389999,4937400,31.449261
"2004-10-15",53.5,53.75,53.27,53.400002,6291200,31.455143
"2004-10-18",53.349998,53.68,52.849998,52.91,4997400,31.166508
"2004-10-19",52.41,52.849998,52.400002,52.75,6233500,31.072266
"2004-10-20",52.740002,53.540001,52.610001,53.369999,4727200,31.437475
"2004-10-21",53.650002,53.790001,53.029999,53.389999,4358700,31.449261
"2004-10-22",53.549999,53.970001,53.220001,53.34,4122300,31.419792
"2004-10-25",53.450001,53.73,52.950001,53.439999,4153200,31.478704
"2004-10-26",53.439999,53.98,53.029999,53.950001,4400000,31.779123
"2004-10-27",53.950001,54.139999,52.650002,52.970001,5952700,31.201845
"2004-10-28",52.900002,53.59,52.130001,52.470001,6476800,30.907324
"2004-10-29",52,53.16,51.91,53.060001,6243200,31.254866
"2004-11-01",53.060001,53.549999,52.59,52.950001,7027600,31.190073
"2004-11-02",52.549999,53.07,52.049999,52.099998,5869900,30.689383
"2004-11-03",52.799999,53.490002,52.529999,53.169998,6868600,31.319656
"2004-11-04",53.48,54.419998,53.41,54.380001,5658100,32.03241
"2004-11-05",54.389999,54.740002,54.099998,54.529999,5833600,32.120773
"2004-11-08",54.5,54.5,53.310001,53.360001,5610800,31.431589
"2004-11-09",53.060001,53.290001,52.700001,52.77,6426700,31.08403
"2004-11-10",52.5,52.860001,51.799999,52.650002,8433900,31.013365
"2004-11-11",52.650002,53.049999,52.549999,52.919998,4889900,31.172407
"2004-11-12",52.779999,54.57,52.759998,54.57,5954600,32.144329
"2004-11-15",54.049999,54.130001,52.669998,52.970001,7492800,31.201845
"2004-11-16",52.919998,52.990002,52.459999,52.540001,5388200,31.184057
"2004-11-17",52.709999,53.450001,52.709999,53.400002,4773200,31.694483
"2004-11-18",53.439999,53.650002,53.080002,53.59,3951500,31.807257
"2004-11-19",53.779999,54.09,53.360001,53.900002,5324800,31.991243
"2004-11-22",54.099998,54.860001,53.970001,54.799999,5328400,32.525433
"2004-11-23",54.799999,55.080002,54.5,54.560001,5750000,32.382984
"2004-11-24",54.75,54.84,54.25,54.580002,4283500,32.394859
"2004-11-26",54.700001,55.209999,54.700001,54.84,2471300,32.549168
"2004-11-29",55,55.09,54.290001,54.66,4142800,32.442329
"2004-11-30",54.75,54.970001,54.599998,54.599998,5107900,32.406727
"2004-12-01",54.689999,54.900002,53.48,53.48,8291200,31.741951
"2004-12-02",52.900002,53.060001,52.060001,52.48,8949300,31.148445
"2004-12-03",52.32,52.939999,52.200001,52.59,6315300,31.213726
"2004-12-06",52.650002,52.869999,52.32,52.810001,4680400,31.344288
"2004-12-07",52.810001,53.110001,52.110001,52.130001,5132400,30.940708
"2004-12-08",51.799999,52.740002,51.419998,52.689999,5539700,31.27309
"2004-12-09",52.700001,52.810001,52.029999,52.779999,4566600,31.326496
"2004-12-10",52.779999,53.880001,52.52,52.599998,4800700,31.21966
"2004-12-13",52.799999,53.650002,52.790001,53.650002,5681000,31.842869
"2004-12-14",53,53.669998,52.860001,53.080002,5165700,31.504555
"2004-12-15",53.02,53.389999,52.669998,52.68,6973800,31.267136
"2004-12-16",52.150002,52.41,51.73,51.970001,5114100,30.845732
"2004-12-17",51,52.060001,50.990002,51.720001,8881400,30.697355
"2004-12-20",51.939999,52.619999,51.939999,52.560001,5040800,31.195927
"2004-12-21",52.560001,52.91,52.41,52.779999,4801200,31.326496
"2004-12-22",52.93,52.959999,51.759998,52.299999,4381200,31.041595
"2004-12-23",52.299999,52.779999,52.299999,52.669998,2944600,31.261204
"2004-12-27",52.68,52.84,52.009998,52.009998,4774300,30.869484
"2004-12-28",52.32,52.720001,52.32,52.439999,4436700,31.124699
"2004-12-29",52.450001,52.93,52.200001,52.93,4227700,31.415529
"2004-12-30",52.919998,52.919998,52.52,52.52,3207500,31.172176
"2004-12-31",52.59,52.75,52.450001,52.509998,2303400,31.166243
"2005-01-03",52.459999,52.470001,50.830002,50.900002,7346800,30.210657
"2005-01-04",50.98,51.459999,50.400002,50.549999,7157500,30.002928
"2005-01-05",50.669998,51.25,50.490002,50.880001,5524000,30.198795
"2005-01-06",50.799999,51.950001,50.599998,51.73,5849700,30.703289
"2005-01-07",51.73,51.740002,50.799999,51.150002,5095100,30.359056
"2005-01-10",51.240002,51.990002,51.16,51.380001,5179600,30.495562
"2005-01-11",51.5,51.68,51.110001,51.400002,4685000,30.507435
"2005-01-12",51.41,52.509998,51.34,52.490002,5454800,31.154379
"2005-01-13",52.57,53.529999,52,52.060001,6078300,30.899149
"2005-01-14",52.099998,52.450001,51.93,52.299999,4538500,31.041595
"2005-01-18",52.560001,53.09,52.380001,53.09,6670000,31.510496
"2005-01-19",53.110001,53.139999,52.68,52.689999,4742200,31.27309
"2005-01-20",52.689999,52.689999,51.82,51.959999,5541800,30.839809
"2005-01-21",52,52.490002,51.98,51.98,4253300,30.851677
"2005-01-24",52.299999,53.110001,52.279999,52.57,4991100,31.201859
"2005-01-25",52.73,53.060001,52.400002,53.040001,4603700,31.480812
"2005-01-26",53.419998,53.77,53.119999,53.540001,5623700,31.777586
"2005-01-27",53.549999,54.200001,53.400002,54.060001,4482800,32.086216
"2005-01-28",54.07,54.099998,53.220001,53.720001,4808200,31.884411
"2005-01-31",53.73,54.549999,53.299999,54.400002,6161500,32.288017
"2005-02-01",54.650002,55.16,54.630001,55.150002,6368900,32.733166
"2005-02-02",55.189999,55.869999,55.18,55.529999,4834700,32.95871
"2005-02-03",55.529999,56.25,55.23,56.240002,5003100,33.380112
"2005-02-04",56.330002,56.75,55.77,56.740002,5387600,33.676876
"2005-02-07",56.75,56.799999,56.029999,56.259998,5098800,33.391968
"2005-02-08",56.25,56.75,56.049999,56.599998,4198700,33.593777
"2005-02-09",56.48,56.75,55.91,56.16,4989800,33.332619
"2005-02-10",56.650002,57.669998,56.299999,57.400002,7157700,34.068611
"2005-02-11",57.5,58.59,57.439999,58.16,6218800,34.519688
"2005-02-14",57.759998,58.369999,57.700001,58.110001,5033300,34.728859
"2005-02-15",58.240002,58.34,57.759998,58.169998,3962900,34.764717
"2005-02-16",58.169998,59.599998,58.119999,59.5,5273300,35.559578
"2005-02-17",59.57,59.869999,58.450001,58.610001,6346800,35.027679
"2005-02-18",58.650002,60.240002,58.5,59.73,6554000,35.697021
"2005-02-22",59.950001,61.080002,59.34,59.34,8365000,35.463955
"2005-02-23",59.389999,60.23,59.34,60.16,4481800,35.954025
"2005-02-24",60.299999,61.240002,59.900002,61.16,6135400,36.551666
"2005-02-25",61.16,63.150002,61.16,61.939999,8809300,37.017818
"2005-02-28",62.360001,62.799999,60.240002,62.080002,9340500,37.101494
"2005-03-01",62.080002,62.130001,60.740002,60.939999,7370500,36.420177
"2005-03-02",60.939999,61.880001,60.849998,61.57,6955900,36.796696
"2005-03-03",61.57,61.57,60.75,61.189999,7776700,36.569595
"2005-03-04",61.07,61.93,60.599998,61.709999,7581700,36.880367
"2005-03-07",61.549999,61.799999,60.740002,61.400002,5755400,36.695091
"2005-03-08",61.18,61.900002,61.07,61.5,7361100,36.754856
"2005-03-09",61.5,62.099998,59.650002,59.759998,10872000,35.714973
"2005-03-10",59.580002,59.59,57.77,58.490002,14702900,34.955971
"2005-03-11",58.25,59.419998,57.98,58.299999,9268800,34.842419
"2005-03-14",58.48,58.970001,57.599998,58.939999,7710000,35.224892
"2005-03-15",59.389999,59.599998,58.029999,58.169998,6797500,34.764717
"2005-03-16",58.169998,59.25,57.610001,58.610001,7440100,35.027679
"2005-03-17",59.599998,59.75,58.66,59.450001,6774200,35.529701
"2005-03-18",59.459999,60.470001,59.360001,60.380001,11699700,36.085499
"2005-03-21",60.599998,60.619999,59.509998,60.02,5566100,35.87035
"2005-03-22",60.029999,60.849998,59.080002,59.169998,7003400,35.362358
"2005-03-23",58.849998,59,57.91,58.419998,8926500,34.914139
"2005-03-24",58.669998,59.310001,57.639999,58.209999,7488100,34.788628
"2005-03-28",58.32,58.68,57.810001,58.290001,5146300,34.836441
"2005-03-29",58.259998,59.200001,57.799999,57.889999,6172700,34.597382
"2005-03-30",58.110001,58.380001,56.740002,58.259998,10312500,34.818516
"2005-03-31",58.689999,59.25,57.799999,58.310001,9499900,34.848392
"2005-04-01",59.18,59.419998,58.669998,59.310001,7304700,35.446026
"2005-04-04",59.080002,59.09,56.75,56.98,25511600,34.053516
"2005-04-05",57.060001,57.259998,55.439999,55.709999,15546800,33.294514
"2005-04-06",55.900002,57.450001,55.720001,57.23,10756300,34.202938
"2005-04-07",57.759998,58.349998,57.290001,57.959999,11672400,34.63921
"2005-04-08",57.810001,58.040001,56.669998,56.689999,6493500,33.880215
"2005-04-11",56.700001,57.080002,56.560001,56.869999,7066500,33.987797
"2005-04-12",56.5,56.84,55.630001,55.740002,9772700,33.312458
"2005-04-13",55.66,55.939999,54.150002,54.27,13435900,32.433922
"2005-04-14",54.689999,54.91,53.619999,53.77,10756400,32.135098
"2005-04-15",54,54,51.68,52.209999,13433500,31.202793
"2005-04-18",52.25,52.919998,51.68,52.599998,9426300,31.435858
"2005-04-19",52.799999,53.57,52.68,53.34,10049100,31.878115
"2005-04-20",53.349998,53.689999,51.799999,52.049999,9978000,31.107168
"2005-04-21",52.200001,53.470001,52.200001,53.349998,8474600,31.884094
"2005-04-22",53.490002,54.32,52.900002,53.869999,7996900,32.194866
"2005-04-25",54.349998,54.799999,54.16,54.369999,6628300,32.49369
"2005-04-26",54.369999,54.580002,53.619999,53.619999,6133700,32.045464
"2005-04-27",53.630001,53.689999,51.860001,52,9074600,31.077278
"2005-04-28",52.009998,52.220001,51.02,51.150002,10209800,30.569281
"2005-04-29",51.549999,52,50.650002,52,14206500,31.077278
"2005-05-02",51.950001,53.209999,51.369999,53.209999,10505800,31.800413
"2005-05-03",53.040001,53.209999,52.389999,52.66,11404200,31.471718
"2005-05-04",52.720001,53.25,52.450001,53.009998,9993500,31.680899
"2005-05-05",53.200001,53.740002,52.799999,53.299999,6997500,31.854214
"2005-05-06",54,56.330002,52.650002,52.740002,7384200,31.519531
"2005-05-09",52.889999,53.560001,52.82,53.450001,12001100,31.943867
"2005-05-10",53.450001,53.779999,52.759998,52.98,6518500,31.662971
"2005-05-11",52.98,53.509998,52.75,53.400002,6274300,31.91398
"2005-05-12",53.389999,53.389999,51.529999,52.049999,9557500,31.107168
"2005-05-13",52.509998,52.509998,50.970001,51.279999,9853700,30.64698
"2005-05-16",51.279999,51.279999,50.049999,50.509998,12789900,30.186794
"2005-05-17",50.310001,51.529999,49.810001,51.470001,8865200,31.037048
"2005-05-18",52.029999,52.279999,51.189999,51.450001,9875500,31.024988
"2005-05-19",51.709999,52.23,51.5,52.16,7477000,31.453119
"2005-05-20",52.200001,52.27,51.619999,51.720001,5688800,31.187798
"2005-05-23",52,52.709999,51.759998,52.57,8444800,31.700356
"2005-05-24",52.599998,52.919998,52.400002,52.650002,5486100,31.748594
"2005-05-25",52.889999,53.580002,52.509998,53.32,6577000,32.152611
"2005-05-26",53.630001,53.759998,53.34,53.720001,5208700,32.393818
"2005-05-27",53.759998,54.68,53.759998,54.580002,5831800,32.912422
"2005-05-31",54.830002,54.830002,53.779999,53.779999,8462600,32.430008
"2005-06-01",54.169998,55,53.799999,54.75,6038300,33.014919
"2005-06-02",54.740002,55.080002,54.240002,54.970001,4949900,33.147587
"2005-06-03",54.77,55.240002,54.549999,55.060001,6632700,33.201866
"2005-06-06",55.209999,55.700001,54.599998,54.849998,4945100,33.07523
"2005-06-07",55.130001,55.490002,54.73,54.779999,6425200,33.033028
"2005-06-08",54.869999,55.68,54.369999,54.830002,7384600,33.063168
"2005-06-09",55.049999,56.540001,54.73,56.009998,7969000,33.774731
"2005-06-10",56.009998,56.389999,55.529999,56.299999,8527500,33.949593
"2005-06-13",56.299999,56.400002,55.77,56.009998,5386800,33.774731
"2005-06-14",56,56.450001,55.779999,56.130001,4848900,33.84708
"2005-06-15",56.240002,56.93,56.130001,56.84,7252100,34.275223
"2005-06-16",57.029999,57.990002,56.810001,57.919998,6498200,34.926472
"2005-06-17",58.75,59.32,58.490002,58.970001,14068500,35.559635
"2005-06-20",58.98,59.43,58.509998,59.34,6126800,35.782742
"2005-06-21",59.09,59.48,58.549999,58.779999,9664900,35.445061
"2005-06-22",58.950001,59.459999,57.709999,58.27,11979700,35.13752
"2005-06-23",57.849998,59.349998,57.25,57.330002,17449600,34.57069
"2005-06-24",57.48,57.799999,56.689999,56.689999,9201800,34.184772
"2005-06-27",56.869999,57.799999,56.869999,57.25,6894200,34.522461
"2005-06-28",57.48,58.080002,56.82,57,7079600,34.3717
"2005-06-29",57,57.279999,56.299999,56.759998,8594300,34.226978
"2005-06-30",56.650002,56.720001,55.349998,55.919998,14126100,33.72044
"2005-07-01",56.349998,57.240002,56.110001,56.970001,5829100,34.353626
"2005-07-05",57.299999,58.560001,57.130001,58.560001,6061600,35.312405
"2005-07-06",58.799999,58.990002,57.009998,57.16,6743100,34.468185
"2005-07-07",56.689999,57.830002,56.369999,57.799999,6722300,34.854103
"2005-07-08",58.009998,58.27,56.869999,57.360001,5290100,34.588787
"2005-07-11",57.360001,57.549999,56.779999,57.299999,4582700,34.552608
"2005-07-12",57.48,58,57,57.509998,5347900,34.679241
"2005-07-13",57.529999,57.779999,57.07,57.470001,5567700,34.655121
"2005-07-14",57.470001,58.029999,56.310001,56.82,10175400,34.263157
"2005-07-15",56.82,56.959999,56.119999,56.669998,6201000,34.172714
"2005-07-18",56.48,56.849998,56.200001,56.360001,6221600,33.985783
"2005-07-19",56.75,57.360001,56.200001,57.299999,6033200,34.552608
"2005-07-20",57.049999,57.91,56.77,57.599998,8457100,34.733513
"2005-07-21",57.43,57.5,56.669998,56.970001,6674700,34.353626
"2005-07-22",57.48,58.029999,57.27,57.790001,5841200,34.848087
"2005-07-25",57.849998,58.91,57.669998,58.369999,8304400,35.19783
"2005-07-26",58.490002,58.540001,57.830002,57.849998,7062600,34.884266
"2005-07-27",57.849998,58.380001,57.560001,58.330002,5854900,35.17371
"2005-07-28",58.849998,59.07,58.150002,58.939999,6822400,35.541538
"2005-07-29",59.169998,59.669998,57.889999,58.009998,8964200,34.98074
"2005-08-01",58.110001,58.700001,57.790001,58.43,7251100,35.234009
"2005-08-02",58.560001,59.700001,58.389999,59.560001,15027600,35.915424
"2005-08-03",59.75,60.689999,59.75,60.349998,17656300,36.391788
"2005-08-04",60.349998,61,60.220001,60.41,9179400,36.427979
"2005-08-05",60.400002,60.650002,60.130001,60.34,6788600,36.385765
"2005-08-08",60.75,62.18,60.740002,61.259998,10252000,36.940536
"2005-08-09",61.5,61.889999,61.040001,61.220001,6873400,36.916416
"2005-08-10",61.830002,62.650002,61.380001,62.48,15038200,37.676208
"2005-08-11",62.48,63.130001,62.009998,62.5,10127300,37.688282
"2005-08-12",62.59,62.650002,62,62.279999,6603000,37.555595
"2005-08-15",62.029999,62.450001,61.950001,62.130001,6899600,37.465149
"2005-08-16",61.720001,62.040001,60.939999,60.939999,8909100,36.747574
"2005-08-17",60.389999,61.049999,59.389999,59.639999,10441800,36.23119
"2005-08-18",59.200001,59.709999,58.700001,59.48,8742400,36.133999
"2005-08-19",59.799999,60.299999,59.75,59.919998,8901700,36.401302
"2005-08-22",60.400002,60.919998,59.889999,60.34,6913300,36.656437
"2005-08-23",60.450001,60.68,59.57,60.07,6602100,36.492424
"2005-08-24",60.259998,60.389999,59.66,59.830002,8274900,36.346626
"2005-08-25",59.599998,60.060001,59.220001,59.84,5930000,36.352703
"2005-08-26",59.73,59.93,59.369999,59.380001,6095500,36.07325
"2005-08-29",59.790001,60.07,59.009998,59.509998,6902400,36.15221
"2005-08-30",59.59,60.599998,59.549999,60.540001,9513500,36.777946
"2005-08-31",60.310001,62.09,60.290001,61.400002,13775300,37.300385
"2005-09-01",63,63.119999,61.700001,62.709999,10959400,38.09621
"2005-09-02",62.709999,62.709999,62,62.299999,8629800,37.847157
"2005-09-06",62.52,62.75,61.669998,62.34,7457700,37.871437
"2005-09-07",62.34,63.349998,62.040001,62.369999,8905200,37.88966
"2005-09-08",61.849998,62.669998,61.720001,62.060001,6704400,37.701347
"2005-09-09",62.419998,63.869999,62.419998,63.810001,9141000,38.764462
"2005-09-12",63.810001,63.900002,63.139999,63.299999,10514100,38.454639
"2005-09-13",63.360001,63.59,62.330002,62.369999,9950400,37.88966
"2005-09-14",62.540001,63.099998,62.349998,62.549999,8956600,37.999012
"2005-09-15",62.900002,63.07,61.720001,62.450001,8014400,37.938271
"2005-09-16",62.919998,63.450001,62.84,63.380001,11796800,38.503239
"2005-09-19",63.599998,64.540001,63.599998,64.309998,7488800,39.068207
"2005-09-20",64.309998,64.769997,63.709999,64.040001,6566400,38.904182
"2005-09-21",64.599998,64.989998,64,64.269997,7294500,39.043915
"2005-09-22",64.919998,64.989998,62.799999,63.77,7655400,38.740166
"2005-09-23",63.549999,63.66,62.82,63.27,7777500,38.436417
"2005-09-26",63.110001,64.610001,63.110001,64.239998,6196600,39.025688
"2005-09-27",64.300003,64.589996,63.59,64.18,6161300,38.989239
"2005-09-28",64.699997,65,64.169998,64.980003,6452700,39.475235
"2005-09-29",64.980003,65.980003,64.730003,65.769997,8786500,39.955154
"2005-09-30",65.690002,65.699997,64.720001,64.730003,6603800,39.32336
"2005-10-03",65.25,65.489998,64.120003,64.449997,6762500,39.153255
"2005-10-04",64.459999,64.459999,62.700001,62.84,9170500,38.175198
"2005-10-05",62.84,63.099998,61.59,62.040001,13492100,37.689201
"2005-10-06",61.700001,61.959999,59.009998,60,18288700,36.449898
"2005-10-07",60.369999,61,59.82,61,9934900,37.057392
"2005-10-10",60.950001,60.990002,59.799999,60.330002,7101400,36.650372
"2005-10-11",60.459999,62.790001,60.459999,62.150002,11535400,37.756012
"2005-10-12",62.02,62.639999,60.75,60.959999,8931400,37.033104
"2005-10-13",60.650002,60.799999,58.439999,59.540001,13801000,36.170444
"2005-10-14",59.119999,59.740002,57.799999,59.48,13246300,36.133999
"2005-10-17",59.990002,60.419998,59.310001,59.950001,7443900,36.419525
"2005-10-18",59.099998,59.459999,57.290001,57.290001,10332700,34.803574
"2005-10-19",57.419998,58.5,56.349998,58.34,12145100,35.441456
"2005-10-20",58.119999,58.279999,55.02,55.75,20081500,33.868027
"2005-10-21",55.77,57.599998,55.5,56.299999,11869500,34.202148
"2005-10-24",56.310001,57.919998,56.060001,57.830002,8080400,35.131626
"2005-10-25",57.950001,59.009998,57.419998,58.669998,9632600,35.641926
"2005-10-26",58.599998,59.48,57.5,57.66,13043500,35.028339
"2005-10-27",57.990002,58.220001,56.360001,56.5,10388800,34.323658
"2005-10-28",56.849998,57.490002,54.799999,57.380001,13310800,34.858257
"2005-10-31",57.560001,58.279999,56.41,57.07,11141300,34.669926
"2005-11-01",57.07,57.990002,56.82,57.639999,7505800,35.016205
"2005-11-02",57.540001,58.610001,57.220001,58.52,7410300,35.5508
"2005-11-03",58.790001,59.580002,58.470001,59.48,8820100,36.133999
"2005-11-04",59.48,59.48,57.599998,58.009998,9375600,35.240974
"2005-11-07",58.009998,58.009998,56.889999,57.400002,8421300,34.870403
"2005-11-08",57.16,57.98,57.060001,57.860001,5248000,35.149841
"2005-11-09",57.849998,58.25,56.759998,56.77,10957900,34.487671
"2005-11-10",56.639999,56.98,55,56.23,15663000,34.159622
"2005-11-11",56.060001,56.98,56.049999,56.630001,11539000,34.402626
"2005-11-14",56.950001,57.41,56.32,56.599998,10453900,34.384396
"2005-11-15",56.990002,58.110001,56.599998,56.689999,10658800,34.439079
"2005-11-16",56.290001,57.380001,56.16,57.150002,8745800,34.996319
"2005-11-17",57.599998,58.080002,57.080002,57.459999,10257100,35.186157
"2005-11-18",58,58.23,57.099998,58.110001,8080400,35.584179
"2005-11-21",58.259998,58.990002,58.220001,58.849998,8741400,36.037331
"2005-11-22",59,59.240002,58.389999,59.119999,8163700,36.202663
"2005-11-23",59,59.290001,58.200001,58.709999,6801400,35.951595
"2005-11-25",59.049999,59.16,58.529999,58.540001,2346700,35.847511
"2005-11-28",58.380001,58.439999,57.110001,57.18,6936500,35.014706
"2005-11-29",57.48,58.07,57.259998,57.369999,7474900,35.131042
"2005-11-30",57.470001,58.200001,57.200001,57.310001,7812000,35.094315
"2005-12-01",57.700001,58.830002,57.619999,58.709999,6640600,35.951595
"2005-12-02",58.869999,59.459999,58.34,59.18,7827100,36.23941
"2005-12-05",59.470001,60.040001,59.25,59.639999,7668800,36.521095
"2005-12-06",59.689999,60.48,59.150002,59.98,7472700,36.729298
"2005-12-07",60.07,60.5,59.110001,59.299999,6742100,36.312908
"2005-12-08",59.310001,59.98,59.240002,59.619999,9596200,36.50885
"2005-12-09",59.419998,59.419998,58.720001,58.82,8588900,36.018963
"2005-12-12",59.16,59.790001,58.91,59.580002,6617000,36.484356
"2005-12-13",59.900002,59.919998,58.73,58.860001,7918800,36.043472
"2005-12-14",58.950001,59.400002,58.900002,59.279999,8841000,36.30064
"2005-12-15",59.279999,59.279999,58.380001,59.02,7054900,36.141441
"2005-12-16",59.060001,59.189999,57.450001,57.509998,10021200,35.216778
"2005-12-19",57.689999,57.869999,56.689999,56.75,9568000,34.751377
"2005-12-20",57.169998,57.299999,56.740002,56.869999,8698800,34.824863
"2005-12-21",57.48,57.93,56.869999,57.02,10767000,34.916725
"2005-12-22",57.049999,57.439999,56.939999,57.110001,7111600,34.971832
"2005-12-23",57.110001,57.490002,56.509998,57.130001,3979100,34.984066
"2005-12-27",57,57.02,55.439999,55.889999,9578200,34.224743
"2005-12-28",56.130001,56.959999,55.889999,56.700001,6665200,34.72076
"2005-12-29",56.73,57.290001,56.439999,56.470001,4633700,34.579914
"2005-12-30",56.470001,57.139999,55.939999,56.77,5904400,34.763626
"2006-01-03",57.25,59.099998,57.060001,59.080002,13296000,36.178177
"2006-01-04",59.080002,59.080002,58.43,58.91,8838700,36.074078
"2006-01-05",58.68,58.959999,57.849998,58.189999,8634800,35.633179
"2006-01-06",58.950001,59.57,58.59,59.25,9609000,36.282272
"2006-01-09",59.490002,59.580002,58.549999,58.950001,6442300,36.098568
"2006-01-10",58.759998,59.48,58.75,59.240002,6969000,36.276146
"2006-01-11",59.220001,60,58.650002,59.84,6451300,36.643566
"2006-01-12",60,60.59,59.610001,59.889999,7535200,36.674198
"2006-01-13",59.889999,60.619999,59.75,60.360001,5867900,36.962002
"2006-01-17",60.900002,61.900002,60.720001,61.860001,8751800,37.880535
"2006-01-18",61.98,62,60.459999,60.900002,8984000,37.292675
"2006-01-19",60.400002,61.75,60.209999,61.599998,7877800,37.721317
"2006-01-20",62,62.43,60.75,61.119999,11189300,37.427395
"2006-01-23",61.09,62.380001,60.52,62.209999,8962800,38.094856
"2006-01-24",62.049999,62.720001,61.799999,62.049999,8400100,37.996883
"2006-01-25",62.299999,62.549999,60.529999,61.259998,12446800,37.513119
"2006-01-26",61.5,61.5,60.110001,60.220001,14414400,36.876263
"2006-01-27",60.099998,60.759998,59.799999,60.380001,16687800,36.974247
"2006-01-30",60.849998,60.849998,59.810001,60.75,12625000,37.200825
"2006-01-31",60.41,60.599998,59.27,59.380001,15266500,36.361874
"2006-02-01",59.380001,59.799999,58.599998,58.700001,11121300,35.945473
"2006-02-02",58.709999,59.049999,57.75,58.509998,9142700,35.829136
"2006-02-03",58.119999,58.689999,57.369999,57.5,11274800,35.210655
"2006-02-06",58,59.419998,58,58.84,9908000,36.031193
"2006-02-07",58.540001,58.540001,57.599998,57.740002,9927100,35.357616
"2006-02-08",57.740002,58.18,56.799999,57.889999,9877700,35.449463
"2006-02-09",58.119999,58.970001,56.73,56.900002,11167100,34.843235
"2006-02-10",57.32,57.490002,56,56.610001,12130600,34.665646
"2006-02-13",56.630001,57.59,56.349998,56.619999,8094000,34.67178
"2006-02-14",55.849998,56.299999,55.41,55.720001,12426900,34.394009
"2006-02-15",55.849998,56.369999,55.5,55.959999,11940500,34.542149
"2006-02-16",56.099998,56.59,55.959999,56.299999,10606900,34.752014
"2006-02-17",56.779999,57.389999,56.299999,57.169998,10893000,35.289036
"2006-02-21",57.990002,58.400002,57.490002,57.900002,9605400,35.739643
"2006-02-22",57.900002,57.900002,56.91,57.240002,7623200,35.332256
"2006-02-23",57.099998,57.75,56.790001,57.139999,9232800,35.270519
"2006-02-24",57.560001,57.970001,57.400002,57.650002,8450000,35.585335
"2006-02-27",57.650002,57.720001,57.049999,57.099998,6204800,35.245827
"2006-02-28",56.689999,56.84,56.23,56.48,8858000,34.863121
"2006-03-01",56.720001,57.290001,56.630001,57.240002,7391900,35.332256
"2006-03-02",57.240002,57.59,56.5,57.009998,10056900,35.190281
"2006-03-03",56.82,57.439999,56.669998,56.970001,9471600,35.165569
"2006-03-06",56.75,56.860001,55.810001,55.849998,9684300,34.474251
"2006-03-07",55.849998,55.939999,54.950001,55.32,10783000,34.147091
"2006-03-08",55.32,55.630001,54.150002,55.119999,14190200,34.02364
"2006-03-09",55.470001,55.599998,54.450001,54.450001,11726300,33.610069
"2006-03-10",54.150002,54.599998,53.759998,54.080002,11114000,33.381695
"2006-03-13",54.529999,55.380001,54.259998,55.18,10585600,34.06068
"2006-03-14",55.200001,56.470001,55.029999,56.349998,10098600,34.782871
"2006-03-15",56.5,56.599998,55.68,56.5,8740200,34.875469
"2006-03-16",56.509998,58.029999,56.279999,57.740002,11252700,35.640877
"2006-03-17",57.98,58.040001,57.02,57.18,9385900,35.2952
"2006-03-20",57,57.43,56.650002,56.75,6876200,35.029785
"2006-03-21",56.599998,57.099998,56.150002,56.57,6231400,34.918667
"2006-03-22",56.419998,57.240002,56.25,56.490002,6398400,34.869301
"2006-03-23",56.66,56.869999,56.200001,56.630001,7381200,34.955719
"2006-03-24",56.700001,57.799999,56.650002,57.57,9533000,35.535938
"2006-03-27",57.849998,58.419998,57.330002,58.209999,7296100,35.931
"2006-03-28",58.41,58.869999,57.82,57.860001,8749800,35.714943
"2006-03-29",57.549999,58.830002,57.549999,58.630001,7322100,36.190258
"2006-03-30",58.75,59.290001,58.400002,58.509998,6748300,36.116169
"2006-03-31",58.259998,58.419998,57.66,57.970001,7363200,35.782856
"2006-04-03",58.349998,59.200001,58.23,58.34,6919400,36.011246
"2006-04-04",58.349998,59.150002,58.060001,58.91,5795800,36.363083
"2006-04-05",58.91,59.509998,58.610001,59.5,6873800,36.727264
"2006-04-06",59.650002,59.84,58.959999,59.41,5212200,36.671707
"2006-04-07",59.68,59.689999,58.389999,58.650002,6880500,36.202583
"2006-04-10",59.139999,59.82,59.110001,59.720001,7380200,36.86306
"2006-04-11",59.900002,60.529999,59.279999,59.459999,7476800,36.702572
"2006-04-12",59.209999,59.759998,58.450001,58.669998,7136800,36.214928
"2006-04-13",58.400002,58.950001,58,58.779999,5250200,36.282833
"2006-04-17",59.18,59.48,59,59.32,5121900,36.616158
"2006-04-18",59.849998,60.959999,59.849998,60.869999,9218000,37.572914
"2006-04-19",60.490002,61.43,60.110001,61.009998,8220700,37.659332
"2006-04-20",60.700001,60.93,59.389999,60.029999,8970100,37.05442
"2006-04-21",60.470001,61.509998,60.110001,61.48,10951000,37.949451
"2006-04-24",61.57,61.689999,60.77,60.990002,11450400,37.646988
"2006-04-25",61.389999,61.939999,60.060001,60.41,9434400,37.288979
"2006-04-26",60.43,61.790001,60,60.220001,11277400,37.171692
"2006-04-27",59.650002,60.98,58.700001,59.98,9758600,37.023552
"2006-04-28",60.5,61.389999,60.400002,61.02,8885500,37.665501
"2006-05-01",61.619999,62,61.110001,61.169998,7225800,37.758087
"2006-05-02",61.57,62.950001,61.389999,62.799999,8404900,38.764236
"2006-05-03",62.740002,62.740002,61.419998,61.900002,8684100,38.208702
