"","SBUX.Open","SBUX.High","SBUX.Low","SBUX.Close","SBUX.Volume","SBUX.Adjusted"
"2005-06-20",13.605,13.6725,13.4375,13.6075,6108800,11.666046
"2005-06-21",13.525,13.5975,13.4,13.4675,8232000,11.546017
"2005-06-22",13.5625,13.575,13.37,13.4925,5788800,11.567453
"2005-06-23",13.4925,13.6,13.28,13.3,9830400,11.402418
"2005-06-24",13.3,13.42,13.105,13.11,8698400,11.239527
"2005-06-27",13.025,13.1,12.9375,12.99,9144400,11.136647
"2005-06-28",13.025,13.2825,12.88,13.265,16504400,11.372414
"2005-06-29",13.265,13.27,12.95,13.0425,11310800,11.181655
"2005-06-30",13.005,13.0775,12.8825,12.915,13650400,11.07235
"2005-07-01",12.9325,12.9725,12.7125,12.7625,9730000,10.941607
"2005-07-05",12.89,13.0725,12.7525,12.995,11245600,11.140936
"2005-07-06",12.975,13.025,12.585,12.645,17888000,10.84087
"2005-07-07",12.45,12.5875,12.32,12.5475,17037600,10.757282
"2005-07-08",12.545,12.9825,12.505,12.945,15001600,11.098068
"2005-07-11",13,13.0475,12.88,13.0075,8274000,11.151649
"2005-07-12",12.935,13.01,12.77,12.99,7946000,11.136647
"2005-07-13",12.945,13,12.875,12.9275,9456400,11.083063
"2005-07-14",13.085,13.135,12.9575,13.115,10019600,11.243812
"2005-07-15",13.1725,13.25,13.125,13.175,9960800,11.295252
"2005-07-18",13.1075,13.1275,13.0325,13.0875,7437600,11.220236
"2005-07-19",13.0525,13.1225,12.85,12.9025,11724800,11.061632
"2005-07-20",12.875,13.055,12.83,13.0075,10673600,11.151649
"2005-07-21",12.9625,13.0075,12.75,12.905,8303600,11.063775
"2005-07-22",12.895,13.0075,12.8075,12.83,9526000,10.999475
"2005-07-25",12.7525,12.81,12.54,12.6125,12894000,10.813008
"2005-07-26",12.625,12.6875,12.5375,12.5975,12991200,10.800148
"2005-07-27",12.5975,12.6875,12.475,12.5875,17695200,10.791574
"2005-07-28",13.39,13.5975,13.075,13.17,51825600,11.290965
"2005-07-29",13.2675,13.3125,13.135,13.1375,12990400,11.263103
"2005-08-01",13.1375,13.1925,13.0025,13.0475,11180800,11.185943
"2005-08-02",13.01,13.1625,12.995,13.0275,9830400,11.168802
"2005-08-03",12.9575,13.055,12.9375,12.975,10522000,11.12379
"2005-08-04",12.9875,13.075,12.72,12.745,8155600,10.926604
"2005-08-05",12.7125,12.77,12.6325,12.635,5796000,10.832297
"2005-08-08",12.5975,12.7875,12.5975,12.7475,9387600,10.928746
"2005-08-09",12.7625,12.96,12.74,12.9425,12118400,11.095926
"2005-08-10",13,13.1075,12.8325,12.8425,9333600,11.010192
"2005-08-11",12.83,13.1625,12.825,13.095,12318400,11.226665
"2005-08-12",12.925,13.0125,12.89,13.0075,11346800,11.151649
"2005-08-15",12.91,13.1075,12.8975,13.06,6331200,11.196663
"2005-08-16",13.0375,13.07,12.7725,12.7725,10056800,10.950177
"2005-08-17",12.8,12.9125,12.7675,12.8325,5985600,11.001616
"2005-08-18",12.75,12.865,12.745,12.7875,4876000,10.963041
"2005-08-19",12.7375,12.8825,12.73,12.775,5900400,10.952324
"2005-08-22",12.78,12.875,12.56,12.66,7386400,10.85373
"2005-08-23",12.655,12.6875,12.5075,12.56,8425600,10.767999
"2005-08-24",12.5125,12.57,12.3425,12.355,11365200,10.592251
"2005-08-25",12.4,12.455,12.2775,12.3575,9994400,10.594392
"2005-08-26",12.3,12.3875,12.2125,12.355,8712400,10.592251
"2005-08-29",12.2625,12.3575,12.2175,12.3025,6808400,10.547234
"2005-08-30",12.25,12.2775,12.0325,12.1425,14566400,10.410066
"2005-08-31",12.175,12.2825,12,12.2575,16132800,10.508657
"2005-09-01",12.45,12.5075,12.1625,12.1725,19624400,10.435785
"2005-09-02",12.2475,12.2675,12.06,12.075,7524800,10.352194
"2005-09-06",12.0875,12.2275,12.0575,12.135,9410000,10.403635
"2005-09-07",12.1075,12.1575,11.9825,12.0675,12014800,10.345768
"2005-09-08",12.0125,12.09,11.895,12.0525,8261200,10.332909
"2005-09-09",12.1175,12.1375,12.03,12.0975,7537600,10.371485
"2005-09-12",12.0525,12.18,12.0525,12.115,15035600,10.38649
"2005-09-13",12.075,12.1175,11.97,11.99,13102000,10.279325
"2005-09-14",11.9925,12.03,11.7675,11.79,13180000,10.107858
"2005-09-15",11.7875,11.8675,11.715,11.8225,10889200,10.135721
"2005-09-16",11.815,11.86,11.725,11.745,19209600,10.069279
"2005-09-19",11.75,11.81,11.59,11.63,10256400,9.970686
"2005-09-20",11.625,11.775,11.5025,11.54,13312000,9.893531
"2005-09-21",11.6425,11.775,11.53,11.6675,16207600,10.002833
"2005-09-22",11.7425,12.12,11.7425,12.0775,17485600,10.354341
"2005-09-23",12.125,12.24,12.085,12.135,10870000,10.403635
"2005-09-26",12.25,12.2575,12.065,12.16,11099200,10.425069
"2005-09-27",12.245,12.28,12.075,12.1375,8969600,10.405779
"2005-09-28",12.21,12.225,11.9725,11.995,10545200,10.283609
"2005-09-29",11.9875,12.2875,11.885,12.2825,16315600,10.530091
"2005-09-30",12.3425,12.54,12.2075,12.525,15360000,10.737992
"2005-10-03",12.5775,12.62,12.4625,12.6,12447200,10.802289
"2005-10-04",12.6175,12.72,12.6,12.635,12366000,10.832297
"2005-10-05",12.615,12.6475,12.43,12.4525,13584000,10.675836
"2005-10-06",12.875,13.025,12.7675,12.9175,31441600,11.074492
"2005-10-07",12.94,12.9575,12.6975,12.76,11320800,10.939462
"2005-10-10",12.755,12.95,12.575,12.83,9828000,10.999475
"2005-10-11",12.8225,12.91,12.7375,12.785,8873600,10.960896
"2005-10-12",12.75,12.975,12.625,12.68,11514000,10.870875
"2005-10-13",12.72,13.2875,12.71,13.225,21985200,11.338122
"2005-10-14",13.1975,13.25,13.1175,13.22,14046000,11.333832
"2005-10-17",13.15,13.3275,13.11,13.2725,8214000,11.378842
"2005-10-18",13.1925,13.2625,13.07,13.15,8403200,11.27382
"2005-10-19",13.1625,13.685,13.075,13.685,18472000,11.73249
"2005-10-20",13.645,13.7725,13.4475,13.5475,16716000,11.614609
"2005-10-21",13.7425,13.8125,13.6,13.7525,15218400,11.790358
"2005-10-24",13.835,14.125,13.75,13.945,12607800,11.955392
"2005-10-25",14,14.05,13.775,13.945,11297000,11.955392
"2005-10-26",14.01,14.125,13.775,13.835,8237600,11.861088
"2005-10-27",13.79,13.95,13.435,13.435,9327600,11.518159
"2005-10-28",13.565,13.915,13.56,13.905,9345000,11.921103
"2005-10-31",14,14.245,13.85,14.14,15043200,12.122573
"2005-11-01",14.15,14.2,14.035,14.075,13858400,12.066847
"2005-11-02",14.225,14.52,14.13,14.415,13744200,12.358336
"2005-11-03",14.545,14.95,14.42,14.715,17615000,12.615535
"2005-11-04",15.185,15.29,15.05,15.18,13103000,13.014193
"2005-11-07",15.37,15.485,15.115,15.205,11982600,13.035623
"2005-11-08",15.2,15.25,14.715,14.75,14185000,12.645543
"2005-11-09",14.75,14.91,14.72,14.75,10166800,12.645543
"2005-11-10",14.41,14.99,14.37,14.985,15788200,12.847013
"2005-11-11",15.04,15.16,14.985,15.075,8672600,12.924172
"2005-11-14",15.095,15.25,15.07,15.155,6762400,12.992758
"2005-11-15",15.34,15.34,14.98,15.14,5711800,12.979897
"2005-11-16",15.24,15.29,15.085,15.21,6561600,13.039909
"2005-11-17",15.38,15.625,15.255,15.61,11739200,13.382835
"2005-11-18",15.745,15.81,15.38,15.49,14759200,13.27996
"2005-11-21",15.61,16,15.605,15.95,15397600,13.674329
"2005-11-22",15.92,15.99,15.69,15.775,11671200,13.524297
"2005-11-23",15.8,15.935,15.735,15.875,7876400,13.610028
"2005-11-25",15.945,16,15.765,15.85,3521000,13.588598
"2005-11-28",15.825,15.95,15.55,15.565,7764200,13.344262
"2005-11-29",15.75,15.765,15.42,15.42,10618200,13.219947
"2005-11-30",15.45,15.585,15.225,15.225,11195600,13.052769
"2005-12-01",15.17,15.68,15.17,15.57,13025000,13.348546
"2005-12-02",15.97,16,15.775,15.965,11792200,13.687188
"2005-12-05",15.975,16.030001,15.715,15.98,8991000,13.700048
"2005-12-06",15.91,16.23,15.875,15.9,11079000,13.631466
"2005-12-07",15.975,15.995,15.595,15.67,8554200,13.434279
"2005-12-08",15.68,15.79,15.34,15.425,10588800,13.224236
"2005-12-09",15.395,15.57,15.355,15.555,6761600,13.335687
"2005-12-12",15.69,15.72,15.295,15.445,7148800,13.24138
"2005-12-13",15.36,15.785,15.35,15.75,7947400,13.502865
"2005-12-14",15.735,15.88,15.66,15.83,7249600,13.571452
"2005-12-15",15.78,16.16,15.72,15.81,7847800,13.554303
"2005-12-16",15.765,15.97,15.575,15.595,20327800,13.369975
"2005-12-19",15.575,15.865,15.31,15.325,7975000,13.138503
"2005-12-20",15.35,15.38,15.05,15.08,10747800,12.928458
"2005-12-21",15.185,15.375,15.11,15.265,8022400,13.087062
"2005-12-22",15.305,15.505,15.275,15.39,8196400,13.19423
"2005-12-23",15.54,15.555,15.26,15.28,3824400,13.099918
"2005-12-27",15.32,15.49,15.195,15.275,6047600,13.095633
"2005-12-28",15.225,15.425,15.225,15.28,4338800,13.099918
"2005-12-29",15.275,15.425,15.225,15.255,4098600,13.078494
"2005-12-30",15.2,15.24,14.97,15.005,6823200,12.864159
"2006-01-03",15.285,15.5,14.95,15.435,12794000,13.232806
"2006-01-04",15.59,15.86,15.44,15.835,12183400,13.575736
"2006-01-05",15.85,15.995,15.695,15.805,8028400,13.550018
"2006-01-06",15.83,15.875,15.635,15.81,9210000,13.554303
"2006-01-09",15.855,15.865,15.595,15.65,8418000,13.417133
"2006-01-10",15.6,15.64,15.495,15.51,7619000,13.297106
"2006-01-11",15.45,15.65,15.375,15.56,7054000,13.339973
"2006-01-12",15.51,15.615,15.47,15.48,6155600,13.271383
"2006-01-13",15.57,15.725,15.485,15.645,5969800,13.412847
"2006-01-17",15.54,15.745,15.53,15.57,7289800,13.348546
"2006-01-18",15.505,15.775,15.49,15.565,6810600,13.344262
"2006-01-19",15.555,15.79,15.495,15.675,6644200,13.43857
"2006-01-20",15.72,15.765,15.09,15.155,12924800,12.992758
"2006-01-23",15.21,15.375,14.955,15.12,6912000,12.962749
"2006-01-24",15.12,15.375,15.1,15.355,7601000,13.164221
"2006-01-25",15.34,15.38,15.095,15.18,7276600,13.014193
"2006-01-26",15.415,15.76,15.25,15.745,9298400,13.49858
"2006-01-27",15.795,16.155001,15.72,15.975,9404600,13.695763
"2006-01-30",16.045,16.16,15.86,15.935,6701200,13.661469
"2006-01-31",15.98,16.014999,15.665,15.85,9070200,13.588598
"2006-02-01",15.64,16.014999,15.57,15.68,13563200,13.442852
"2006-02-02",16.575001,17.424999,16.5,17.200001,41156200,14.745983
"2006-02-03",17.1,17.280001,16.815001,16.940001,18720600,14.523078
"2006-02-06",16.75,17.254999,16.745001,17.245001,12475000,14.784566
"2006-02-07",17.200001,17.280001,17.025,17.16,14700200,14.711688
"2006-02-08",17.254999,17.5,17.1,17.360001,12809800,14.883155
"2006-02-09",17.555,17.665001,17.360001,17.594999,13998400,15.084623
"2006-02-10",17.68,17.815001,17.5,17.75,10493600,15.217515
"2006-02-13",17.18,17.355,17.035,17.285,13833800,14.818856
"2006-02-14",17.4,17.455,17.219999,17.334999,11034600,14.861723
"2006-02-15",17.355,17.65,17.035,17.59,9871200,15.080341
"2006-02-16",17.66,17.924999,17.549999,17.924999,10433400,15.367546
"2006-02-17",17.780001,17.959999,17.684999,17.695,8056800,15.170361
"2006-02-21",17.725,18.025,17.459999,17.629999,8661800,15.114631
"2006-02-22",17.700001,18.184999,17.68,18.01,10431400,15.440417
"2006-02-23",18.004999,18.434999,17.959999,18.084999,10974400,15.50472
"2006-02-24",18.15,18.184999,17.790001,17.959999,9034600,15.397556
"2006-02-27",17.934999,18.389999,17.91,18.35,8077800,15.731908
"2006-02-28",18.27,18.344999,17.969999,18.16,9875800,15.569016
"2006-03-01",18.165001,18.309999,17.924999,18.139999,8642600,15.551873
"2006-03-02",18.08,18.155001,17.66,17.725,14728800,15.196081
"2006-03-03",18.02,18.215,17.75,17.790001,11562000,15.251806
"2006-03-06",17.834999,18.23,17.6,17.955,11609600,15.393262
"2006-03-07",17.924999,18.120001,17.690001,17.775,8586400,15.238946
"2006-03-08",17.959999,17.969999,17.395,17.674999,8145800,15.153217
"2006-03-09",17.65,17.82,17.424999,17.459999,7071400,14.968889
"2006-03-10",17.575001,17.865,17.365,17.695,12333000,15.170361
"2006-03-13",17.525,17.76,17.450001,17.514999,7956600,15.016039
"2006-03-14",17.504999,18.200001,17.415001,18.125,11344600,15.539007
"2006-03-15",18.125,18.309999,18.08,18.254999,9688800,15.650459
"2006-03-16",18.305,18.360001,18.049999,18.09,6637600,15.509006
"2006-03-17",18.155001,18.549999,18.1,18.305,16265000,15.693333
"2006-03-20",18.395,18.674999,18.365,18.445,10075600,15.813354
"2006-03-21",18.139999,18.684999,18.120001,18.139999,9509200,15.551873
"2006-03-22",18.17,18.370001,18.084999,18.280001,7431200,15.671897
"2006-03-23",18.15,18.245001,17.91,18.065001,7370200,15.487571
"2006-03-24",18.139999,18.445,18.07,18.309999,7344800,15.697615
"2006-03-27",18.299999,18.459999,18.16,18.295,8815800,15.684756
"2006-03-28",18.370001,18.610001,18.165001,18.299999,9723000,15.689039
"2006-03-29",18.465,18.885,18.32,18.764999,12899800,16.087696
"2006-03-30",18.815001,19.055,18.6,18.764999,9633600,16.087696
"2006-03-31",18.76,18.965,18.719999,18.815001,8581200,16.130564
"2006-04-03",18.99,19.25,18.875,18.995001,15231200,16.284887
"2006-04-04",19.125,19.24,18.985001,19.165001,9335000,16.430632
"2006-04-05",19.145,19.174999,18.625,18.745001,11467000,16.070551
"2006-04-06",18.725,18.940001,18.525,18.725,9241400,16.053404
"2006-04-07",19.25,19.48,18.875,18.93,13841800,16.229153
"2006-04-10",19.055,19.125,18.93,18.985001,5561200,16.27631
"2006-04-11",19.125,19.155001,18.745001,18.785,7913000,16.104845
"2006-04-12",18.905001,19.055,18.844999,19.004999,5279600,16.293455
"2006-04-13",19.094999,19.34,18.950001,19.145,7647200,16.413481
"2006-04-17",19.34,19.344999,18.745001,18.93,9663600,16.229153
"2006-04-18",19.105,19.459999,18.99,19.285,11339000,16.533504
"2006-04-19",19.26,19.6,19.26,19.440001,9441400,16.666393
"2006-04-20",19.540001,19.6,19.4,19.43,7424200,16.657824
"2006-04-21",19.59,19.75,19.15,19.35,11463400,16.589233
"2006-04-24",19.495001,19.559999,19.25,19.305,7589400,16.550653
"2006-04-25",19.370001,19.450001,19.01,19.08,9245000,16.357758
"2006-04-26",19.135,19.165001,18.745001,18.780001,13706800,16.100561
"2006-04-27",18.605,18.775,18.385,18.48,19809800,15.843362
"2006-04-28",18.6,18.745001,18.495001,18.635,11122200,15.976249
"2006-05-01",18.815001,18.99,18.6,18.625,18116400,15.967671
"2006-05-02",18.77,19.1,18.559999,18.91,15464000,16.212011
"2006-05-03",18.950001,18.965,18.5,18.674999,16206800,16.010538
"2006-05-04",18.645,19.73,18.5,19.395,29507000,16.627813
"2006-05-05",19.52,19.940001,19.52,19.815001,14935800,16.987894
"2006-05-08",19.690001,19.775,19.615,19.629999,11372800,16.829279
"2006-05-09",19.620001,19.66,19.184999,19.225,12657200,16.482069
"2006-05-10",19.219999,19.26,19,19.1,12813800,16.374905
"2006-05-11",18.995001,19.055,18.030001,18.27,23034400,15.663322
"2006-05-12",18.254999,18.34,17.735001,17.825001,16773400,15.281807
"2006-05-15",17.875,18.17,17.559999,18.15,13821600,15.560443
"2006-05-16",18.190001,18.540001,18.09,18.530001,18617400,15.886226
"2006-05-17",18.4,18.440001,18.084999,18.205,13977800,15.607594
"2006-05-18",18.225,18.25,17.965,17.99,13366000,15.423266
"2006-05-19",17.955,18.275,17.885,18.165001,21801600,15.573302
"2006-05-22",18.379999,18.424999,17.940001,18.115,13304000,15.530438
"2006-05-23",18.15,18.275,17.795,17.795,9725200,15.256095
"2006-05-24",17.629999,17.834999,17.299999,17.605,18717800,15.093199
"2006-05-25",17.695,17.959999,17.52,17.719999,12368400,15.191794
"2006-05-26",17.82,17.875,17.605,17.715,6509800,15.187513
"2006-05-30",17.655001,17.700001,17.34,17.465,10328400,14.973178
"2006-05-31",17.465,17.84,17.440001,17.825001,12488600,15.281807
"2006-06-01",17.745001,18.15,17.745001,18.105,17233200,15.521864
"2006-06-02",18.1,18.155001,17.775,17.995001,10264600,15.427554
"2006-06-05",17.92,18.09,17.674999,17.690001,10106400,15.166074
"2006-06-06",17.75,17.780001,17.455,17.635,11539400,15.118915
"2006-06-07",17.655001,17.995001,17.559999,17.855,11651800,15.307531
"2006-06-08",17.75,18.219999,17.625,18.120001,18912000,15.534729
"2006-06-09",18.065001,18.245001,17.91,17.945,10600400,15.384685
"2006-06-12",17.950001,18.014999,17.690001,17.709999,9612400,15.183226
"2006-06-13",17.629999,17.875,17.52,17.575001,14372800,15.067481
"2006-06-14",17.540001,17.945,17.465,17.934999,11754800,15.376118
"2006-06-15",17.959999,18.440001,17.76,18.395,10733600,15.770492
"2006-06-16",18.295,18.49,18.174999,18.305,14733800,15.693333
"2006-06-19",18.4,18.4,17.865,17.98,9709400,15.414698
"2006-06-20",17.934999,18.200001,17.844999,17.915001,9469600,15.358977
"2006-06-21",18,18.415001,17.959999,18.209999,9974400,15.611883
"2006-06-22",18.25,18.275,17.895,18.045,7422400,15.470427
"2006-06-23",18.030001,18.51,18.014999,18.25,10005800,15.646177
"2006-06-26",18.344999,18.434999,18.15,18.245001,7389200,15.64189
"2006-06-27",18.165001,18.290001,17.834999,17.870001,10705400,15.32039
"2006-06-28",17.889999,17.950001,17.709999,17.865,9061000,15.316107
"2006-06-29",18.02,19,17.975,18.985001,17846400,16.27631
"2006-06-30",18.99,19.01,18.834999,18.879999,11482600,16.186293
"2006-07-03",18.98,19.165001,18.965,19.01,3977200,16.297745
"2006-07-05",18.889999,18.959999,18.530001,18.780001,8698400,16.100561
"2006-07-06",18.855,19,18.725,18.940001,8171000,16.23773
"2006-07-07",17.959999,18.07,17.549999,18.02,32448800,15.448997
"2006-07-10",18.049999,18.120001,17.76,17.815001,11326600,15.273242
"2006-07-11",17.735001,18.045,17.555,17.99,10976400,15.423266
"2006-07-12",17.995001,17.995001,17.045,17.215,23580800,14.758845
"2006-07-13",17.135,17.26,16.799999,17.01,23867000,14.583096
"2006-07-14",16.98,17.014999,16.635,16.83,16625000,14.428776
"2006-07-17",16.73,17.215,16.549999,17.120001,14206800,14.677398
"2006-07-18",17.055,17.190001,16.465,16.700001,26768000,14.317323
"2006-07-19",16.825001,17.059999,16.625,16.92,14262600,14.505934
"2006-07-20",17.155001,17.209999,16.645,16.705,14183400,14.321608
"2006-07-21",16.57,17.045,16.530001,16.895,16665000,14.484505
"2006-07-24",16.945,17.375,16.9,17.355,13698400,14.878873
"2006-07-25",17.254999,17.745001,17.245001,17.700001,15972200,15.174653
"2006-07-26",17.475,17.540001,16.9,17.01,23442200,14.583096
"2006-07-27",17.075001,17.245001,16.725,16.790001,10711600,14.394485
"2006-07-28",16.834999,17.219999,16.83,17.014999,11539000,14.587382
"2006-07-31",16.965,17.245001,16.83,17.115,9322600,14.673113
"2006-08-01",16.995001,16.995001,16.200001,16.48,27140400,14.128708
"2006-08-02",16.375,16.855,16.375,16.65,38096200,14.274457
"2006-08-03",14.545,15.77,14.36,15.32,114960000,13.134212
"2006-08-04",15.57,15.605,15.14,15.305,31925600,13.121356
"2006-08-07",15.25,15.605,15.23,15.4,26483200,13.202801
"2006-08-08",15.545,15.56,15.115,15.17,17683400,13.005616
"2006-08-09",15.295,15.34,14.685,14.775,32056000,12.666972
"2006-08-10",14.75,15.035,14.685,14.98,26931200,12.842723
"2006-08-11",14.925,14.975,14.785,14.95,16196200,12.817002
"2006-08-14",15.125,15.165,14.935,14.98,14702600,12.842723
"2006-08-15",15.145,15.195,14.945,15.095,11857200,12.941317
"2006-08-16",15.185,15.345,14.985,15.32,13215200,13.134212
"2006-08-17",15.265,15.67,15.145,15.645,18233200,13.412847
"2006-08-18",15.7,15.725,15.435,15.56,15081400,13.339973
"2006-08-21",15.39,15.47,15.25,15.34,9163200,13.151363
"2006-08-22",15.28,15.4,14.975,15.085,13351000,12.932743
"2006-08-23",15.015,15.105,14.795,14.845,16930800,12.726984
"2006-08-24",14.92,14.955,14.745,14.815,13342200,12.701266
"2006-08-25",14.765,15.065,14.755,14.975,13735200,12.838437
"2006-08-28",14.945,15.24,14.88,15.235,11634800,13.06134
"2006-08-29",15.255,15.305,14.935,15.18,13619600,13.014193
"2006-08-30",15.195,15.43,15.095,15.37,11793800,13.177079
"2006-08-31",15.455,15.57,15.16,15.505,21694800,13.292821
"2006-09-01",15.805,16.075001,15.685,15.88,20571200,13.614318
"2006-09-05",15.93,16,15.715,15.995,13091000,13.712908
"2006-09-06",15.945,16.094999,15.74,15.75,16895200,13.502865
"2006-09-07",15.735,15.785,15.53,15.56,13656600,13.339973
"2006-09-08",15.625,15.7,15.455,15.595,12049800,13.369975
"2006-09-11",15.545,15.81,15.265,15.755,16686600,13.507152
"2006-09-12",15.755,16.25,15.65,16.219999,14314600,13.905807
"2006-09-13",16.299999,16.700001,16.285,16.52,19016800,14.163003
"2006-09-14",16.620001,16.639999,16.25,16.514999,13924400,14.158718
"2006-09-15",16.275,17.07,16.275,16.924999,33364600,14.510221
"2006-09-18",16.93,16.99,16.75,16.82,12791400,14.420201
"2006-09-19",16.975,17.059999,16.639999,16.84,14924200,14.437346
"2006-09-20",17.110001,17.475,17.07,17.34,17550400,14.866013
"2006-09-21",17.485001,17.495001,16.959999,17.004999,17892000,14.578805
"2006-09-22",17.110001,17.299999,16.795,17.004999,15645400,14.578805
"2006-09-25",17.055,17.280001,16.695,17.225,12569800,14.767422
"2006-09-26",17.25,17.325001,16.995001,17.135,12856600,14.690256
"2006-09-27",17.200001,17.52,17.065001,17.235001,18121800,14.77599
"2006-09-28",17.299999,17.344999,17.014999,17.110001,12524000,14.668829
"2006-09-29",17.165001,17.174999,17.004999,17.025,9662000,14.595956
"2006-10-02",17.075001,17.174999,16.805,16.809999,15510800,14.411631
"2006-10-03",16.865,17.145,16.865,17.004999,13448000,14.578805
"2006-10-04",16.99,18.045,16.950001,17.98,34076400,15.414698
"2006-10-05",19,19.495001,18.65,19.344999,60389200,16.584944
"2006-10-06",19.35,19.75,19.120001,19.205,37896400,16.464916
"2006-10-09",19.120001,19.405001,19.014999,19.200001,13817200,16.460636
"2006-10-10",19.014999,19.195,18.9,19.02,16113800,16.306311
"2006-10-11",18.93,18.965,18.57,18.709999,16488400,16.040548
"2006-10-12",18.975,19,18.77,18.98,13858400,16.272024
"2006-10-13",18.995001,19,18.795,18.965,11842600,16.259163
"2006-10-16",19.030001,19.275,18.92,19.200001,10890400,16.460636
"2006-10-17",19.129999,19.200001,18.875,18.93,11343800,16.229153
"2006-10-18",19.1,19.25,18.75,18.895,8783800,16.199148
"2006-10-19",18.700001,18.959999,18.625,18.889999,9555800,16.194864
"2006-10-20",18.885,18.915001,18.360001,18.719999,16850200,16.049118
"2006-10-23",18.695,19.25,18.514999,19.15,17247000,16.417774
"2006-10-24",19.1,19.290001,18.889999,19.105,11506600,16.379183
"2006-10-25",19.004999,19.275,19,19.23,9940800,16.486353
"2006-10-26",19.27,19.5,19.155001,19.434999,12118600,16.662111
"2006-10-27",19.41,19.434999,18.945,19.01,9324000,16.297745
"2006-10-30",19.004999,19.15,18.809999,19.07,7522600,16.349186
"2006-10-31",19.120001,19.174999,18.715,18.875,10549800,16.182001
"2006-11-01",18.995001,19.129999,18.665001,18.799999,13643400,16.117704
"2006-11-02",18.725,18.82,18.424999,18.66,11327200,15.997681
"2006-11-03",18.639999,18.700001,18.110001,18.235001,18159200,15.633318
"2006-11-06",18.280001,18.965,18.25,18.74,16681000,16.066265
"2006-11-07",18.775,18.775,18.475,18.535,14534600,15.890511
"2006-11-08",18.43,18.790001,18.26,18.665001,12796600,16.001959
"2006-11-09",18.785,18.785,18.35,18.459999,9608800,15.826213
"2006-11-10",18.52,18.940001,18.49,18.895,10212200,16.199148
"2006-11-13",18.950001,19.375,18.895,19.219999,13351600,16.477776
"2006-11-14",19.26,19.375,19,19.24,13777800,16.494925
"2006-11-15",19.33,19.695,19.26,19.485001,14137000,16.704971
"2006-11-16",19.615,20.004999,19.594999,19.715,27037000,16.902161
"2006-11-17",18.51,18.77,18.360001,18.709999,41730000,16.040548
"2006-11-20",18.504999,18.700001,18.360001,18.375,20019200,15.753342
"2006-11-21",18.295,18.424999,18.25,18.285,13819000,15.676181
"2006-11-22",18.280001,18.375,17.855,18.190001,17494000,15.59474
"2006-11-24",18.035,18.375,18.035,18.155001,5549800,15.564733
"2006-11-27",18.105,18.155001,17.83,17.905001,12931400,15.3504
"2006-11-28",17.790001,17.92,17.620001,17.66,14835400,15.140355
"2006-11-29",17.809999,17.9,17.620001,17.85,13485800,15.303246
"2006-11-30",17.799999,17.950001,17.58,17.645,14480600,15.127498
"2006-12-01",17.625,17.775,17.450001,17.6,11844800,15.088911
"2006-12-04",17.674999,17.995001,17.625,17.875,13273800,15.324678
"2006-12-05",18.33,18.57,18.254999,18.42,21493600,15.791925
"2006-12-06",18.475,18.485001,18.24,18.43,10064000,15.800493
"2006-12-07",18.4,18.51,18.200001,18.24,10972200,15.637599
"2006-12-08",18.23,18.424999,18.049999,18.209999,11043200,15.611883
"2006-12-11",18.440001,18.495001,18.075001,18.315001,8238400,15.701909
"2006-12-12",18.264999,18.344999,18.01,18.145,10063600,15.55616
"2006-12-13",18.25,18.275,17.934999,18.040001,10553000,15.466141
"2006-12-14",18.135,18.424999,18.049999,18.299999,10735400,15.689039
"2006-12-15",18.33,18.495001,18.129999,18.209999,16041000,15.611883
"2006-12-18",18.24,18.34,18.02,18.135,8672200,15.547578
"2006-12-19",18,18.280001,17.940001,18.264999,10628200,15.659034
"2006-12-20",18.245001,18.370001,18.200001,18.209999,9701000,15.611883
"2006-12-21",18.165001,18.4,18.125,18.205,7831800,15.607594
"2006-12-22",18.18,18.24,17.91,17.915001,7986800,15.358977
"2006-12-26",17.915001,17.959999,17.75,17.844999,7631000,15.298961
"2006-12-27",17.825001,18.105,17.825001,17.895,6860200,15.341824
"2006-12-28",17.945,17.98,17.76,17.860001,8026600,15.311812
"2006-12-29",17.844999,17.975,17.65,17.709999,8287000,15.183226
"2007-01-03",17.799999,18.1,17.32,17.625,18034600,15.110347
"2007-01-04",17.684999,17.75,17.395,17.645,14656000,15.127498
"2007-01-05",17.559999,17.645,17.485001,17.57,13131400,15.063192
"2007-01-08",17.455,17.629999,17.450001,17.504999,11614400,15.007472
"2007-01-09",17.5,17.695,17.35,17.43,14305000,14.943168
"2007-01-10",17.35,17.389999,17.084999,17.375,18658400,14.896019
"2007-01-11",17.25,18.02,17.25,17.905001,17787400,15.3504
"2007-01-12",17.92,18.17,17.875,17.950001,12618400,15.388976
"2007-01-16",18,18.184999,17.855,18.110001,9409800,15.526151
"2007-01-17",18.129999,18.26,18.094999,18.145,12711200,15.55616
"2007-01-18",18.264999,18.305,17.780001,17.885,12058200,15.333251
"2007-01-19",17.764999,17.969999,17.700001,17.77,13125800,15.234665
"2007-01-22",17.75,17.799999,17.5,17.645,11134600,15.127498
"2007-01-23",17.65,17.834999,17.41,17.475,12573000,14.98175
"2007-01-24",17.6,17.639999,17.389999,17.395,16345800,14.913163
"2007-01-25",17.344999,17.370001,16.940001,16.985001,20933800,14.561665
"2007-01-26",17.084999,17.195,16.745001,16.940001,21918400,14.523078
"2007-01-29",17.035,17.395,16.83,17.280001,22260200,14.814573
"2007-01-30",17.594999,17.68,17.26,17.280001,28372200,14.814573
