"","MUR.Open","MUR.High","MUR.Low","MUR.Close","MUR.Volume","MUR.Adjusted"
"2009-10-07",50.630398,51.295338,50.155441,51.278065,2074400,37.731136
"2009-10-08",51.623489,52.987911,51.459412,52.849739,2130000,38.887592
"2009-10-09",52.487045,53.108807,52.443871,53.039722,1547800,39.027386
"2009-10-12",53.531952,54.214161,53.272884,53.566494,1224100,39.415009
"2009-10-13",53.540588,53.609673,52.383419,53.333332,1666000,39.243439
"2009-10-14",54.16235,54.421417,53.626942,54.360966,1936100,39.99958
"2009-10-15",54.205528,55.83765,53.782383,55.83765,1919800,41.086147
"2009-10-16",55.164078,55.500862,54.516407,55.155441,1668300,40.584164
"2009-10-19",55.051815,55.725388,54.542313,55.578583,1324000,40.895512
"2009-10-20",55.872192,55.872192,54.145077,55.086357,1546000,40.533333
"2009-10-21",54.784111,56.13126,54.576859,54.991364,1363400,40.463436
"2009-10-22",55.069084,55.310883,54.170986,55.224525,1227400,40.634991
"2009-10-23",55.388599,55.613125,54.101898,54.490501,1610800,40.094894
"2009-10-26",54.689117,56.234886,53.488773,53.739204,1782900,39.54208
"2009-10-27",54.075993,55.483593,53.704662,54.870468,2096200,40.374485
"2009-10-28",54.447323,54.447323,52.469776,52.625217,2055400,38.722385
"2009-10-29",53.12608,54.82729,53.12608,54.82729,1783600,40.342709
"2009-10-30",54.637306,54.766838,52.383419,52.797928,2136800,38.849468
"2009-11-02",53.100174,54.516407,52.884285,53.791019,2366400,39.580193
"2009-11-03",53.00518,55.086357,52.253887,54.602764,2094300,40.177502
"2009-11-04",55.120899,55.708118,54.421417,54.637306,1821900,40.202911
"2009-11-05",54.62867,54.62867,51.044907,52.512955,4495000,38.639786
"2009-11-06",51.951641,52.884285,51.537132,52.158894,2555200,38.379261
"2009-11-09",52.823833,54.24007,52.823833,54.24007,2113000,39.910618
"2009-11-10",53.67012,53.765114,52.46114,53.307426,2259600,39.406002
"2009-11-11",53.86874,54.300518,52.867012,53.177895,1244100,39.310242
"2009-11-12",52.797928,53.143353,51.234886,51.450779,1800100,38.033508
"2009-11-13",51.347149,52.271156,50.75993,51.614853,2490000,38.154819
"2009-11-16",52.098446,53.134716,52.098446,52.590675,2488400,38.876156
"2009-11-17",52.651123,52.651123,51.709843,52.271156,1727700,38.639969
"2009-11-18",52.478413,52.616581,51.260796,51.519863,1965500,38.084587
"2009-11-19",51.079449,51.165802,49.343697,49.749569,3321800,36.775948
"2009-11-20",49.33506,49.611401,49.058723,49.274612,2674700,36.424847
"2009-11-23",50.189983,50.725388,49.70639,49.861832,2152200,36.85894
"2009-11-24",49.810017,49.861832,48.791019,49.663212,2995700,36.712112
"2009-11-25",49.663212,50.492229,49.490501,50.431778,1118600,37.280247
"2009-11-27",48.920551,49.369602,48.143353,48.96373,1018800,36.195057
"2009-11-30",48.678757,49.53368,48.290157,48.696026,2481400,35.997147
"2009-12-01",49.516407,49.82729,49.084629,49.464596,2507500,36.565304
"2009-12-02",49.360966,49.654575,48.704662,48.929188,1540400,36.169518
"2009-12-03",48.929188,49.231434,48.091537,48.108807,1740100,35.563065
"2009-12-04",48.808289,49.525043,47.279793,47.573402,2413700,35.167282
"2009-12-07",47.227978,47.970638,47.07254,47.331608,2512700,34.988541
"2009-12-08",47.029362,47.089809,46.303974,46.459412,1971400,34.343788
"2009-12-09",46.511227,46.675301,45.379967,45.967186,2459300,33.979931
"2009-12-10",46.139896,46.571674,45.811745,46.139896,3062500,34.107605
"2009-12-11",46.450779,46.476685,45.354057,45.924007,3530500,33.948009
"2009-12-14",46.588947,47.141624,46.113991,46.580311,2405300,34.433163
"2009-12-15",46.278065,47.176167,45.993092,46.511227,2009700,34.382095
"2009-12-16",46.787563,47.867012,46.571674,47.193436,2103300,34.886402
"2009-12-17",46.70121,47.055267,46.32988,46.511227,1512600,34.382095
"2009-12-18",46.709843,47.219345,45.803108,46.113991,3902400,34.088451
"2009-12-21",46.338516,46.925735,46.278065,46.528496,1859100,34.394855
"2009-12-22",46.50259,47.046631,46.416233,46.865284,1401200,34.643833
"2009-12-23",47.210709,47.892918,46.822105,47.841106,1455200,35.36517
"2009-12-24",47.944733,48.350605,47.83247,48.350605,497000,35.741802
"2009-12-28",48.618309,48.791019,47.331608,47.530224,1623400,35.135361
"2009-12-29",47.728844,48.039722,46.934368,46.99482,1251600,34.739574
"2009-12-30",46.830742,47.227978,46.666668,47.132988,880000,34.841717
"2009-12-31",47.495682,47.512955,46.692574,46.804836,1088200,34.599136
"2010-01-04",47.599308,48.411053,47.590675,48.290157,1642300,35.697132
"2010-01-05",48.462868,49.153713,48.160622,49.075993,1787900,36.278023
"2010-01-06",49.093266,50.112263,48.834198,49.82729,2139200,36.833397
"2010-01-07",49.740932,50.561314,49.499138,50.388599,2000200,37.248337
"2010-01-08",50.181347,51.744389,49.766838,51.563038,2745500,38.116512
"2010-01-11",51.960278,52.063904,51.079449,51.459412,2579700,38.039909
"2010-01-12",50.215889,50.587219,48.791019,49.62867,3129900,36.686577
"2010-01-13",49.62867,49.784111,48.359241,49.620033,1908800,36.680199
"2010-01-14",49.352333,49.991364,49.041451,49.870468,1212100,36.865314
"2010-01-15",49.637306,49.974094,48.549221,49.093266,1969200,36.290798
"2010-01-19",48.773746,49.170986,48.246979,49.093266,1657600,36.290798
"2010-01-20",48.549221,48.557858,47.815197,48.359241,1429600,35.748192
"2010-01-21",48.264248,48.316063,46.442142,46.718479,2995100,34.535305
"2010-01-22",46.554405,47.07254,45.474957,45.561314,2360200,33.679909
"2010-01-25",46.027634,46.390327,45.310883,45.595856,1666200,33.705444
"2010-01-26",45.129532,45.984455,44.879101,45.008636,1793800,33.271347
"2010-01-27",44.879101,45.328152,44.16235,44.792747,2317200,33.111763
"2010-01-28",44.576859,45.284973,43.324699,44.101898,3173200,32.601067
"2010-01-29",44.585491,44.922279,43.799656,44.110535,4210300,32.607452
"2010-02-01",44.473228,45.414509,44.464596,45.336788,1722000,33.513924
"2010-02-02",45.405872,46.226254,45.043179,46.13126,2306900,34.101212
"2010-02-03",45.794472,45.941277,45,45.328152,1766600,33.507542
"2010-02-04",44.792747,44.887737,43.376511,43.506046,1832100,32.160606
"2010-02-05",43.721935,43.842831,42.314335,43.825562,2526200,32.396793
"2010-02-08",43.721935,44.16235,43.281521,43.290157,2382500,32.001011
"2010-02-09",43.929188,44.930916,43.618309,44.490501,2441100,32.88834
"2010-02-10",44.386875,44.611401,43.480137,43.955093,1989900,32.492561
"2010-02-11",43.696026,44.645943,43.445595,44.490501,1663500,33.076462
"2010-02-12",43.721935,44.594128,43.462868,44.265976,1929600,32.909538
"2010-02-16",44.844559,45.509499,44.784111,45.509499,2032200,33.834045
"2010-02-17",45.604492,45.656303,44.939552,45.319515,1618900,33.692783
"2010-02-18",45.215889,45.941277,45.008636,45.820381,1395600,34.06517
"2010-02-19",45.613125,46.433506,45.604492,46.200344,1449200,34.347645
"2010-02-22",46.364422,46.658031,45.785839,45.898102,1790300,34.122932
"2010-02-23",45.751297,45.854923,44.689117,44.715027,1696500,33.243389
"2010-02-24",44.913643,45.146805,44.378239,44.818653,1318600,33.320427
"2010-02-25",43.886009,44.611401,43.454231,44.516407,1361300,33.095726
"2010-02-26",44.758205,45.017273,44.153713,44.818653,1992900,33.320427
"2010-03-01",45.189983,46.018997,45.069084,45.984455,1991600,34.187138
"2010-03-02",46.200344,46.709843,46.027634,46.338516,2064000,34.450371
"2010-03-03",46.476685,46.718479,46.010365,46.148533,1825000,34.309128
"2010-03-04",46.113991,46.269428,45.46632,45.949913,1698400,34.161465
"2010-03-05",46.364422,46.848015,46.303974,46.545769,1934500,34.60445
"2010-03-08",46.528496,46.908463,46.217617,46.373058,1619500,34.476036
"2010-03-09",46.03627,46.588947,45.932644,46.260796,1884000,34.392586
"2010-03-10",46.105354,46.753021,46.105354,46.580311,1552800,34.630135
"2010-03-11",46.390327,46.666668,46.200344,46.450779,1212300,34.533833
"2010-03-12",46.761658,46.848015,46.381691,46.632126,1658600,34.668648
"2010-03-15",46.4076,46.468048,45.751297,46.381691,1603200,34.48246
"2010-03-16",46.623489,47.478413,46.493954,47.219345,3902600,35.105221
"2010-03-17",47.487045,48.341969,47.443871,48.03109,2039400,35.708706
"2010-03-18",47.884285,48.108807,47.426598,47.858376,1916000,35.580311
"2010-03-19",47.521587,48.074265,46.813473,47.521587,2232700,35.32991
"2010-03-22",46.891193,47.728844,46.666668,47.495682,1301500,35.310661
"2010-03-23",47.607944,47.970638,47.26252,47.728844,1350200,35.484013
"2010-03-24",47.297066,48.2038,47.158894,47.564766,2132600,35.36203
"2010-03-25",48.117443,48.143353,46.528496,46.537132,2309900,34.59803
"2010-03-26",46.804836,46.925735,45.699482,46.139896,2351300,34.302696
"2010-03-29",46.450779,47.478413,46.312607,47.478413,2173300,35.297825
"2010-03-30",47.607944,47.92746,47.322971,47.616581,1852600,35.400539
"2010-03-31",47.815197,48.96373,47.763386,48.523315,2694400,36.074665
"2010-04-01",49.006908,49.974094,48.981003,49.775475,2549500,37.005573
"2010-04-05",50,51.519863,49.861832,51.355785,2446200,38.180458
"2010-04-06",51.157169,51.830742,50.854923,51.580311,2491600,38.347385
"2010-04-07",51.537132,51.683937,51.062176,51.260796,2431200,38.109833
"2010-04-08",50.699482,51.753021,50.535404,51.606216,1955500,38.366642
"2010-04-09",51.865284,52.210709,51.519863,52.158894,2123700,38.777519
"2010-04-12",52.150261,53.186527,52.046631,52.92746,3174300,39.348919
"2010-04-13",52.875648,53.013817,52.124352,52.65976,2204300,39.149899
"2010-04-14",52.918827,53.359241,52.495682,53.290157,1754300,39.618572
"2010-04-15",53.255611,53.713299,53.074265,53.255611,2216500,39.592876
"2010-04-16",52.789291,53.108807,51.727116,51.986183,2771500,38.649128
"2010-04-19",51.459412,51.977547,51.079449,51.882557,2371800,38.572079
"2010-04-20",52.530224,53.419689,52.357513,53.264248,2062800,39.599293
"2010-04-21",52.987911,53.169258,52.003456,52.530224,1928900,39.053593
"2010-04-22",51.761658,52.73748,51.433506,52.65976,1311800,39.149899
"2010-04-23",52.797928,53.419689,52.210709,53.385147,1663100,39.689194
"2010-04-26",53.540588,53.626942,53.00518,53.151985,1667000,39.515846
"2010-04-27",52.763386,53.506046,51.597584,51.666668,1707200,38.411602
"2010-04-28",52.227978,52.772022,51.787563,52.63385,1721900,39.130638
"2010-04-29",53.048359,53.506046,51.934368,52.409325,1608900,38.963711
"2010-04-30",52.694302,52.711571,51.416233,51.943005,2429900,38.617035
"2010-05-03",52.271156,52.884285,51.390327,52.426598,1909100,38.976547
"2010-05-04",51.666668,51.666668,50.129532,50.354057,2024700,37.435722
"2010-05-05",49.80138,50.233162,48.264248,48.687393,3517400,36.196651
"2010-05-06",48.2038,49.084629,43.696026,46.658031,4092100,34.687916
"2010-05-07",46.649395,47.236614,44.758205,45.509499,3274500,33.834045
"2010-05-10",47.970638,48.462868,46.891193,47.789291,2570600,35.528942
"2010-05-11",46.977547,48.618309,46.977547,48.169258,4050200,35.811432
"2010-05-12",48.860104,50.423141,48.791019,50.120899,3732000,37.456795
"2010-05-13",49.90501,50.207253,49.257339,49.602764,2612900,37.069572
"2010-05-14",48.946461,49.16235,47.651123,48.765114,2591200,36.443569
"2010-05-17",48.730572,49.16235,46.804836,47.892918,2388300,35.791748
"2010-05-18",48.678757,49.075993,46.735752,47.029362,2824800,35.146393
"2010-05-19",46.666668,47.253887,45.639034,46.528496,2317600,34.772072
"2010-05-20",45.328152,45.526772,44.041451,44.309155,2559200,33.113499
"2010-05-21",43.609673,45.19862,43.264248,45.181347,2647700,33.765316
"2010-05-24",45.181347,45.181347,43.557858,43.67012,2651300,32.635929
"2010-05-25",42.616581,44.473228,42.383419,44.369602,3112000,33.158672
"2010-05-26",44.784111,45.181347,43.825562,44.075993,2370300,32.939247
"2010-05-27",44.879101,46.243523,44.689117,46.165802,2190900,34.50103
"2010-05-28",46.925735,46.986183,45.716755,46.096718,2628500,34.449402
"2010-06-01",45.37133,46.278065,44.084629,44.110535,2317200,32.965061
"2010-06-02",44.386875,44.671848,43.730572,44.671848,5255400,33.384548
"2010-06-03",45,45.120899,44.058723,45.017273,2479300,33.642689
"2010-06-04",44.058723,44.792747,43.177895,43.376511,2297100,32.416515
"2010-06-07",43.696026,44.179619,43.056995,43.177895,2851300,32.268074
"2010-06-08",43.376511,43.86874,42.590675,43.808289,2137300,32.739197
"2010-06-09",44.274612,45.379967,43.557858,43.765114,2149200,32.706924
"2010-06-10",44.861832,46.865284,44.861832,46.830742,3345100,34.997944
"2010-06-11",46.183075,46.943005,45.699482,46.856647,2182200,35.017311
"2010-06-14",47.530224,48.160622,46.99482,47.115715,1918600,35.210915
"2010-06-15",47.495682,48.281521,47.383419,48.169258,2025200,35.99826
"2010-06-16",47.772022,48.436962,47.547497,48.065632,1812100,35.920822
"2010-06-17",48.221069,48.350605,47.46114,48.00518,1610600,35.875641
"2010-06-18",47.92746,48.169258,47.469776,48.100174,2144800,35.94664
"2010-06-21",48.886009,49.13644,47.668392,48.048359,1180500,35.907917
"2010-06-22",48.082901,48.082901,46.390327,46.442142,1805300,34.707542
"2010-06-23",46.373058,46.606216,45.75993,46.200344,1845800,34.526836
"2010-06-24",46.062176,46.295338,45.069084,45.233162,1651100,33.804043
"2010-06-25",45.310883,45.820381,44.740932,45.423141,2798500,33.946011
"2010-06-28",45.284973,45.604492,44.525043,44.585491,1874800,33.320011
"2010-06-29",43.782383,43.877377,42.530224,42.92746,2880000,32.080925
"2010-06-30",42.953369,43.860104,42.668392,42.789291,2306100,31.977665
"2010-07-01",42.746113,43.091537,41.623489,42.253887,2395200,31.577543
"2010-07-02",42.253887,42.892918,41.692574,41.830742,2016300,31.261305
"2010-07-06",42.625217,42.996544,41.571674,42.029362,1940900,31.409739
"2010-07-07",42.176167,43.549221,41.99482,43.480137,2019200,32.493954
"2010-07-08",43.86874,44.13644,43.195164,44.058723,1835000,32.926346
"2010-07-09",43.955093,44.179619,43.687393,43.937824,1663200,32.835991
"2010-07-12",43.721935,44.283245,43.29879,43.696026,1169100,32.655296
"2010-07-13",44.378239,44.378239,43.765114,43.955093,2805900,32.8489
"2010-07-14",43.652851,43.946461,43.316063,43.661484,1659000,32.629478
"2010-07-15",43.687393,43.937824,42.789291,43.791019,1481400,32.726292
"2010-07-16",44.050087,44.050087,43.056995,43.333332,2918200,32.384235
"2010-07-19",43.626942,43.791019,42.918827,43.316063,1098200,32.37133
"2010-07-20",42.746113,44.058723,42.582039,43.981003,2480000,32.868259
"2010-07-21",44.16235,44.343697,43.195164,43.618309,1758600,32.597206
"2010-07-22",44.170986,45.034542,43.816925,44.749569,1803700,33.442642
"2010-07-23",45.086357,47.797928,44.982727,47.668392,6517900,35.623951
"2010-07-26",47.616581,48.333332,47.305698,48.160622,2132900,35.99181
"2010-07-27",48.359241,48.773746,47.65976,47.944733,2392000,35.830471
"2010-07-28",47.530224,47.936096,47.253887,47.383419,1453200,35.410973
"2010-07-29",47.780655,48.229706,46.519863,47.003456,2210800,35.127026
"2010-07-30",46.4076,47.487045,46.364422,47.279793,1983800,35.333538
"2010-08-02",48.091537,49.13644,47.720207,48.626942,2248100,36.340302
"2010-08-03",48.359241,48.5924,47.910191,48.143353,1805900,35.978901
"2010-08-04",48.428326,49.265976,48.255611,48.989635,2459900,36.611351
"2010-08-05",48.359241,49.939552,47.504318,49.430054,2974700,36.940506
"2010-08-06",48.678757,49.214161,47.884285,48.652851,2003200,36.359669
"2010-08-09",48.808289,49.110535,48.488773,49.006908,1338100,36.624264
"2010-08-10",48.221069,48.566494,47.867012,48.506046,2498200,36.249954
"2010-08-11",47.521587,47.63385,46.269428,46.468048,1945400,34.726902
"2010-08-12",45.595856,46.493954,45.595856,46.278065,2120100,34.790806
"2010-08-13",46.278065,47.65976,46.278065,47.34024,2917400,35.589336
"2010-08-16",47.098446,48.039722,46.649395,47.892918,1985200,36.004826
"2010-08-17",48.411053,49.179619,47.979275,48.86874,2423400,36.73843
"2010-08-18",48.480137,48.583767,47.789291,48.316063,2064200,36.322926
"2010-08-19",48.056995,48.229706,47.348877,47.884285,2402100,35.998341
"2010-08-20",47.469776,47.83247,46.87392,47.409325,2187400,35.641266
"2010-08-23",47.607944,48.333332,47.521587,47.521587,1303000,35.725666
"2010-08-24",46.856647,47.158894,46.537132,46.692574,1770000,35.102421
"2010-08-25",46.347149,46.96891,45.734024,46.787563,1601000,35.173832
"2010-08-26",47.012089,47.36615,46.338516,46.545769,1335500,34.992077
"2010-08-27",46.899826,47.677029,45.915371,47.573402,1663500,35.764614
"2010-08-30",47.487045,47.815197,47.012089,47.020725,988400,35.349125
"2010-08-31",46.882557,47.158894,46.044907,46.252159,2287100,34.771351
"2010-09-01",46.99482,48.626942,46.99482,48.5924,2025400,36.530685
"2010-09-02",48.773746,49.291882,48.419689,49.291882,1444900,37.056538
"2010-09-03",49.53368,50.043179,49.248703,49.784111,1196200,37.426575
"2010-09-07",49.283245,49.715027,48.903282,49.300518,1506500,37.063019
"2010-09-08",49.421417,49.637306,49.024181,49.24007,1428100,37.017593
"2010-09-09",49.956821,50.086357,49.084629,49.378239,1152400,37.121456
"2010-09-10",49.680485,50.604492,49.637306,50.414509,1790100,37.900505
"2010-09-13",51.070812,51.554405,50.86356,51.373058,2110100,38.621128
"2010-09-14",51.234886,51.70121,50.949913,51.174438,2844100,38.471798
"2010-09-15",50.777203,51.493954,50.647667,51.381691,1594600,38.627605
"2010-09-16",50.941277,51.208981,50.457687,50.777203,1737800,38.173172
"2010-09-17",50.83765,51.208981,50.345425,50.975819,1554000,38.322479
"2010-09-20",51.183075,52.797928,50.924007,52.452503,2544300,39.432629
"2010-09-21",52.426598,52.452503,51.139896,52.003456,2083500,39.095028
"2010-09-22",51.865284,52.556129,51.580311,51.70121,2081600,38.867821
"2010-09-23",51.148533,51.597584,50.587219,51.200344,1597500,38.491276
"2010-09-24",51.839378,52.607944,51.528496,52.607944,2235600,39.54948
"2010-09-27",52.53886,52.564766,51.822105,52.081173,1520200,39.153461
"2010-09-28",52.279793,53.316063,51.606216,53.143353,2821100,39.951992
"2010-09-29",52.962002,53.281521,52.271156,52.901554,2022600,39.770199
"2010-09-30",53.290157,53.86874,52.651123,53.471504,3091600,40.198685
"2010-10-01",54.024181,54.101898,53.195164,53.661484,2287100,40.341507
"2010-10-04",53.626942,54.006908,52.297066,52.685665,2395300,39.607906
"2010-10-05",53.471504,54.447323,53.134716,54.326424,2270600,40.8414
"2010-10-06",54.058723,54.53368,53.540588,54.24007,1847700,40.776463
"2010-10-07",54.70639,54.784111,53.782383,54.689117,2671800,41.114052
"2010-10-08",54.818653,55.820381,54.300518,55.613125,2370300,41.808693
"2010-10-11",55.734024,57.227978,55.526772,56.269428,1913200,42.302101
"2010-10-12",55.75993,56.269428,55.043179,56.096718,2003200,42.172264
"2010-10-13",56.381691,56.830742,56.208981,56.519863,1544000,42.490364
"2010-10-14",56.50259,56.951641,55.518135,56.174438,1886300,42.230694
"2010-10-15",56.735752,56.744389,55.708118,56.658031,1563500,42.594234
"2010-10-18",56.42487,56.606216,55.785839,56.338516,2353500,42.354031
"2010-10-19",55.440414,55.474957,54.404144,54.740932,2104200,41.153015
"2010-10-20",54.723663,55.803108,54.723663,55.690845,2174900,41.867123
"2010-10-21",55.829014,56.649395,55.457687,56.321243,2754600,42.341057
"2010-10-22",56.580311,56.580311,55.75993,56.468048,1463400,42.45142
"2010-10-25",56.99482,58.065632,56.476685,56.718479,1690200,42.63969
"2010-10-26",56.347149,56.666668,56.096718,56.312607,2100900,42.334572
"2010-10-27",55.941277,56.053539,55.46632,55.993092,1742700,42.094357
"2010-10-28",56.476685,56.563038,55.898102,56.113991,1205300,42.185242
"2010-10-29",55.872192,56.727116,55.768566,56.269428,1351800,42.302101
"2010-11-01",56.744389,57.202072,55.958549,56.355785,1659800,42.367012
"2010-11-02",56.891193,57.046631,56.563038,56.865284,1076700,42.750046
"2010-11-03",57.012089,57.150261,55.742661,56.753021,2110500,42.665661
"2010-11-04",56.390327,58.626942,55.915371,58.082901,4349700,43.665417
"2010-11-05",58.082901,58.601036,57.875648,58.583767,1616600,44.041965
"2010-11-08",58.333332,59.559586,58.333332,59.507771,1850800,44.736614
"2010-11-09",59.576859,59.749569,57.409325,57.772022,2269200,43.633354
"2010-11-10",57.867012,58.57513,57.124352,58.57513,1368800,44.239918
"2010-11-11",58.246979,59.309155,57.979275,59.119171,1121200,44.650814
"2010-11-12",58.583767,58.583767,57.046631,57.469776,1629500,43.405075
"2010-11-15",58.2038,58.929188,57.728844,58.022453,1848900,43.822498
"2010-11-16",57.564766,57.564766,56.174438,56.528496,1668000,42.69416
"2010-11-17",56.571674,57.219345,56.260796,56.70121,1947800,42.824612
"2010-11-18",57.227978,58.048359,57.227978,57.806564,1949000,43.659447
"2010-11-19",57.668392,57.772022,56.96891,57.746113,2234400,43.613792
"2010-11-22",57.392056,57.720207,56.848015,57.625217,1714400,43.52248
"2010-11-23",56.899826,56.925735,56.027634,56.390327,1839200,42.589809
"2010-11-24",56.761658,57.720207,56.683937,57.677029,1598300,43.561604
"2010-11-26",57.590675,57.73748,56.727116,56.770294,763800,42.876781
"2010-11-29",56.286701,58.5924,55.958549,58.350605,2767700,44.070343
"2010-11-30",57.478413,58.937824,57.297066,58.307426,2271900,44.037731
"2010-12-01",59.568222,60.09499,59.015545,59.861832,1403100,45.211723
"2010-12-02",59.835922,61.278065,59.680485,61.096718,1443400,46.144382
"2010-12-03",60.889465,61.519863,60.872192,61.234886,996100,46.248745
"2010-12-06",61.113991,61.416233,60.647667,61.243523,1265500,46.255272
"2010-12-07",62.012089,62.297066,61.165802,61.468048,1973600,46.424847
"2010-12-08",61.468048,61.977547,60.155441,60.500862,1395500,45.694359
"2010-12-09",61.088081,61.278065,60.077721,60.587219,1907900,45.75959
"2010-12-10",60.915371,61.493954,60.673576,61.165802,919300,46.196571
"2010-12-13",61.675301,62.271156,61.347149,61.42487,861300,46.392239
"2010-12-14",61.252159,61.99482,60.785839,60.846287,1246000,45.955257
"2010-12-15",60.906734,61.347149,60.060448,60.181347,1330600,45.453045
"2010-12-16",59.930916,61.208981,59.792747,61.088081,1512800,46.137882
"2010-12-17",61.088081,62.348877,60.872192,62.271156,1977100,47.031406
"2010-12-20",62.582039,63.12608,61.839378,62.841106,1534500,47.46188
"2010-12-21",63.013817,63.57513,62.841106,63.419689,1301900,47.898853
"2010-12-22",63.359241,64.136444,63.272884,64.101898,975200,48.414116
"2010-12-23",64.041451,64.196892,63.566494,63.894646,912000,48.25758
"2010-12-27",63.730572,64.300522,63.721935,63.920551,759300,48.277142
"2010-12-28",64.058723,64.740936,63.86874,64.585495,783500,48.77935
"2010-12-29",64.766838,65.630394,64.421417,65.086357,917000,49.157635
"2010-12-30",65.051811,65.207253,64.205528,64.33506,918100,48.590202
"2010-12-31",64.317787,64.905006,64.248703,64.378235,696700,48.622807
"2011-01-03",65.164078,66.252159,64.991364,65.725388,1861600,49.640285
"2011-01-04",66.096718,66.269432,63.765114,64.697754,2222400,48.864143
"2011-01-05",64.386871,65.379967,64.06736,65.10363,1806800,49.1707
"2011-01-06",65.276337,65.751297,63.402416,63.929188,1327400,48.283665
"2011-01-07",61.545769,62.962002,60.233162,61.355785,5661400,46.340065
"2011-01-10",62.547497,63.100174,61.476685,62.962002,2698400,47.553196
"2011-01-11",63.316063,64.205528,62.962002,64.188255,1957900,48.479343
"2011-01-12",64.7323,64.81002,63.903282,64.352333,1549000,48.603256
"2011-01-13",64.516411,64.948189,62.875648,63.29879,2510500,47.807549
"2011-01-14",63.696026,64.205528,62.918827,64.032814,1672300,48.361935
"2011-01-18",64.110535,64.343697,63.506046,64.170982,2195100,48.46629
"2011-01-19",64.248703,64.550949,62.849739,63.091537,2834500,47.651012
"2011-01-20",62.953369,63.03109,61.476685,62.392056,2016500,47.122711
"2011-01-21",62.936096,62.936096,62.271156,62.452503,1956400,47.168381
"2011-01-24",62.728844,62.815197,62.063904,62.245251,1687600,47.011845
"2011-01-25",62.158894,62.158894,60.544041,61.347149,3426500,46.333527
"2011-01-26",61.658031,63.411053,61.623489,63.238342,2260400,47.761894
"2011-01-27",55.647667,58.2038,54.922279,56.770294,12421800,42.876781
"2011-01-28",56.459412,57.668392,56.459412,57.107082,5189200,43.131145
"2011-01-31",56.96891,57.754749,56.614853,57.253887,4447700,43.242043
"2011-02-01",57.754749,59.119171,57.694302,59.041451,3035800,44.592117
"2011-02-02",59.369602,59.369602,57.918827,57.979275,2278700,43.789883
"2011-02-03",57.92746,58.834198,57.642487,58.713299,1911000,44.344273
"2011-02-04",58.730572,59.119171,57.841106,58.2038,2313200,43.959461
"2011-02-07",58.514679,58.96373,58.246979,58.376511,1798200,44.089912
"2011-02-08",58.471504,59.438686,57.858376,59.300518,2291300,44.787773
"2011-02-09",59.16235,59.265976,58.333332,58.782383,2109100,44.396454
"2011-02-10",58.929188,60.354057,58.765114,60.215889,2738200,45.47913
"2011-02-11",59.792747,60.17271,59.153713,59.559586,1977500,45.189827
"2011-02-14",59.378239,61.312607,59.317791,61.234886,2335500,46.460918
"2011-02-15",61.070812,61.183075,60.336788,60.86356,2906600,46.179192
"2011-02-16",61.001728,62.305698,61.001728,62.245251,2555400,47.227528
"2011-02-17",61.943005,62.970638,61.683937,62.754749,2860900,47.614098
"2011-02-18",62.806564,64.205528,62.651123,63.799656,3012800,48.406906
"2011-02-22",64.36097,65.975822,63.134716,63.661484,3350500,48.302063
"2011-02-23",63.687393,64.326424,63.661484,63.937824,3293400,48.511734
"2011-02-24",63.834198,64.585495,62.443871,62.92746,2283200,47.745132
"2011-02-25",63.29879,63.635578,63.00518,63.445595,1471100,48.138271
"2011-02-28",63.799656,63.929188,62.409325,63.49741,2201500,48.177586
"2011-03-01",63.86874,64.162346,62.815197,62.910191,1852600,47.73204
"2011-03-02",62.918827,63.601036,62.037998,63.350605,2207000,48.066196
"2011-03-03",63.557858,64.464592,63.316063,64.317787,2351800,48.80003
"2011-03-04",64.205528,64.507774,63.350605,63.816925,1703400,48.420006
"2011-03-07",64.265976,64.654579,62.806564,63.419689,1680200,48.118607
"2011-03-08",63.212437,63.272884,61.830742,62.037998,1992300,47.070278
"2011-03-09",62.012089,62.426598,61.295338,61.416233,1593800,46.598515
"2011-03-10",60.768566,60.768566,59.145077,59.291882,2659600,44.986702
"2011-03-11",58.96373,60.656303,58.920551,60.086357,2142400,45.589508
"2011-03-14",60.328152,60.682209,59.82729,60.569946,2168100,45.956417
"2011-03-15",58.471504,60.440414,57.763386,59.90501,1705900,45.451904
"2011-03-16",59.896374,60.647667,58.436962,59.13644,2013100,44.868767
"2011-03-17",60.112263,61.044907,59.835922,60.75993,1851100,46.100563
"2011-03-18",61.675301,61.899826,59.896374,60.112263,2499100,45.609154
"2011-03-21",60.984455,62.115715,60.854923,61.528496,1821900,46.683704
"2011-03-22",61.614853,61.658031,61.122623,61.459412,1717800,46.631279
"2011-03-23",61.286701,61.830742,61.010365,61.243523,1377000,46.467484
"2011-03-24",61.683937,61.848015,60.83765,61.416233,789200,46.598515
"2011-03-25",61.632126,62.746113,61.398964,62.651123,1966300,47.53548
"2011-03-28",62.668392,62.962002,62.037998,62.063904,1097500,47.089935
"2011-03-29",62.012089,62.953369,61.398964,62.547497,1149600,47.456841
"2011-03-30",62.841106,63.540588,62.36615,63.160622,1474300,47.922054
"2011-03-31",63.169258,64.170982,63.169258,63.402416,1483700,48.105495
"2011-04-01",64.611397,64.766838,63.385147,63.67012,1518600,48.308624
"2011-04-04",63.894646,64.179619,63.117443,63.324699,988400,48.046539
"2011-04-05",63.272884,65.112259,63.272884,64.801384,2440400,49.166954
