"","GILD.Open","GILD.High","GILD.Low","GILD.Close","GILD.Volume","GILD.Adjusted"
"2005-02-03",8.2125,8.2325,8.005,8.07,16800000,7.202103
"2005-02-04",8.095,8.3375,8.0725,8.315,17881600,7.420753
"2005-02-07",8.3475,8.38,8.12,8.13,16333200,7.25565
"2005-02-08",8.14,8.1725,7.9775,8.0425,17780000,7.17756
"2005-02-09",8.045,8.15,7.7725,7.835,21143200,6.992376
"2005-02-10",7.9,7.9,7.5975,7.76,23363200,6.925444
"2005-02-11",7.8075,8.2775,7.6225,8.2,25598400,7.318123
"2005-02-14",8.1075,8.2825,8.105,8.255,12540000,7.367207
"2005-02-15",8.2625,8.465,8.2175,8.265,16645200,7.376133
"2005-02-16",8.305,8.44,8.27,8.405,15546000,7.501075
"2005-02-17",8.4375,8.53,8.3525,8.4325,16227600,7.525616
"2005-02-18",8.43,8.4875,8.245,8.3875,14345200,7.485458
"2005-02-22",8.2625,8.3825,8.2025,8.2875,18806000,7.396212
"2005-02-23",8.37,8.51,8.3225,8.4875,15311200,7.574703
"2005-02-24",8.51,8.785,8.4575,8.7425,22993200,7.802277
"2005-02-25",8.72,8.8925,8.6275,8.89,21480000,7.933917
"2005-02-28",8.87,8.9125,8.6,8.6375,28222800,7.70857
"2005-03-01",8.675,8.75,8.5425,8.56,12757600,7.639406
"2005-03-02",8.5275,9.0625,8.47,8.795,24910400,7.849133
"2005-03-03",8.8275,8.905,8.625,8.785,15343200,7.840209
"2005-03-04",8.89,8.9225,8.67,8.715,13477200,7.777736
"2005-03-07",8.7625,8.9375,8.715,8.7725,9410800,7.829053
"2005-03-08",8.8075,9.015,8.725,8.7975,15034800,7.851364
"2005-03-09",8.8,8.87,8.705,8.7925,12867200,7.8469
"2005-03-10",8.8,8.8475,8.6175,8.7675,14498800,7.824591
"2005-03-11",8.735,8.8125,8.5,8.6425,14103200,7.713032
"2005-03-14",8.675,8.945,8.6125,8.925,14868000,7.965152
"2005-03-15",8.9675,8.98,8.6875,8.7575,15457200,7.815666
"2005-03-16",8.65,8.85,8.65,8.7525,12655200,7.8112
"2005-03-17",8.73,8.8975,8.7,8.8125,12244000,7.86475
"2005-03-18",8.87,8.885,8.7375,8.85,15103600,7.898217
"2005-03-21",8.8775,8.88,8.6575,8.7775,11403600,7.833514
"2005-03-22",8.7725,8.9,8.7075,8.7225,15932000,7.784429
"2005-03-23",8.7375,9.0175,8.7,8.99,16967200,8.02316
"2005-03-24",9.025,9.095,8.8325,8.8425,10765600,7.891525
"2005-03-28",8.88,9.0175,8.79,8.7925,10827200,7.8469
"2005-03-29",8.7725,8.8475,8.695,8.745,13447600,7.804509
"2005-03-30",8.7875,9,8.7875,8.965,11964000,8.000848
"2005-03-31",8.975,9.0575,8.855,8.95,12446800,7.987462
"2005-04-01",8.99,9.09,8.7275,8.8325,14364400,7.8826
"2005-04-04",8.82,8.885,8.6875,8.8025,10839600,7.855825
"2005-04-05",8.8775,9.025,8.8375,8.995,9584400,8.027623
"2005-04-06",9.075,9.3075,9.05,9.1575,14086000,8.172647
"2005-04-07",9.155,9.5,9.13,9.465,14442800,8.447077
"2005-04-08",9.485,9.575,9.195,9.28,12291600,8.281972
"2005-04-11",9.34,9.38,9.2025,9.24,7858000,8.246275
"2005-04-12",9.195,9.41,9.08,9.4075,13349200,8.395761
"2005-04-13",9.42,9.4925,9.235,9.2425,11340000,8.248506
"2005-04-14",9.3075,9.31,9.03,9.09,17825600,8.112406
"2005-04-15",8.975,9.1225,8.7925,8.8325,22945600,7.8826
"2005-04-18",8.84,8.9975,8.7,8.8,15558800,7.853595
"2005-04-19",8.9,9.15,8.8275,9.0475,20165600,8.074478
"2005-04-20",9.2375,9.57,9.2375,9.28,40360800,8.281972
"2005-04-21",9.39,9.6825,9.3725,9.68,20950400,8.638954
"2005-04-22",9.525,10.0225,9.525,9.8875,25210400,8.824139
"2005-04-25",9.895,9.975,9.715,9.8275,17416400,8.770592
"2005-04-26",9.86,9.9275,9.75,9.825,15874400,8.768358
"2005-04-27",9.3875,9.4275,9.0475,9.22,44363200,8.228424
"2005-04-28",9.15,9.3175,9.12,9.185,19306000,8.197188
"2005-04-29",9.23,9.3475,9.025,9.2775,15020400,8.27974
"2005-05-02",9.315,9.45,9.275,9.45,12420000,8.433691
"2005-05-03",9.355,9.7575,9.355,9.71,23311600,8.665729
"2005-05-04",9.6375,9.8975,9.6175,9.7675,18214800,8.717044
"2005-05-05",9.7175,9.7775,9.5775,9.6525,17246400,8.614412
"2005-05-06",9.7275,9.7275,9.525,9.68,18666800,8.638954
"2005-05-09",9.6575,9.72,9.4675,9.7175,15073600,8.672421
"2005-05-10",9.6075,9.775,9.6075,9.6625,9050400,8.623337
"2005-05-11",9.6475,9.85,9.59,9.8475,9711200,8.788441
"2005-05-12",9.855,9.93,9.5525,9.695,11588000,8.65234
"2005-05-13",9.675,9.78,9.6275,9.7,11920400,8.656802
"2005-05-16",9.6875,9.725,9.5925,9.715,8096400,8.670192
"2005-05-17",9.64,9.73,9.565,9.725,10969600,8.679112
"2005-05-18",9.75,9.9575,9.7175,9.9225,12256800,8.855373
"2005-05-19",9.95,10.1,9.875,10.1,12550000,9.013785
"2005-05-20",10.15,10.175,9.9375,10.045,10251600,8.964699
"2005-05-23",10.0425,10.2125,9.995,10.1875,8791600,9.091875
"2005-05-24",10.08,10.175,9.98,10.0775,18483600,8.993705
"2005-05-25",10.0775,10.115,10.025,10.1,12471600,9.013785
"2005-05-26",10.1325,10.3325,10.1,10.29,12261200,9.18335
"2005-05-27",10.1475,10.325,10.145,10.2525,7700400,9.149883
"2005-05-31",10.2875,10.2925,10.1675,10.2,11874800,9.103031
"2005-06-01",10.2475,10.4825,10.215,10.4475,12401200,9.323912
"2005-06-02",10.4225,10.7875,10.4125,10.7675,16286000,9.609497
"2005-06-03",10.715,10.7675,10.35,10.3575,15214000,9.24359
"2005-06-06",10.35,10.4625,10.2775,10.43,13436400,9.308294
"2005-06-07",10.515,10.765,10.4925,10.5275,16986000,9.395308
"2005-06-08",10.615,10.655,10.4725,10.53,11937600,9.397537
"2005-06-09",10.5575,10.975,10.5375,10.905,11692000,9.732211
"2005-06-10",10.9075,10.9675,10.77,10.83,8352800,9.665276
"2005-06-13",10.8575,11.0525,10.795,10.9975,8456400,9.81476
"2005-06-14",10.9925,11.0725,10.83,10.9975,9757200,9.81476
"2005-06-15",11.0625,11.085,10.775,10.875,11524400,9.705438
"2005-06-16",10.93,11.0925,10.7875,11.0625,11492000,9.87277
"2005-06-17",11.16,11.375,11.1375,11.3725,30952000,10.149433
"2005-06-20",11.3225,11.54,11.2525,11.2775,17796800,10.064649
"2005-06-21",11.3,11.3125,10.755,10.8525,20936400,9.685357
"2005-06-22",10.9925,11,10.63,10.655,13614800,9.509095
"2005-06-23",10.6375,10.855,10.2175,10.355,23684400,9.24136
"2005-06-24",10.725,10.75,10.395,10.4375,32784000,9.314989
"2005-06-27",10.4275,10.6075,10.415,10.505,13910800,9.375229
"2005-06-28",10.6175,10.82,10.5125,10.8075,17577200,9.645196
"2005-06-29",10.775,10.8525,10.71,10.8375,13466400,9.67197
"2005-06-30",10.9025,11.125,10.845,10.9975,19276000,9.81476
"2005-07-01",11.0525,11.085,10.91,11.0325,9630800,9.845999
"2005-07-05",11.03,11.2075,10.965,11.1975,10934800,9.993254
"2005-07-06",11.2025,11.315,11.125,11.165,13681600,9.96425
"2005-07-07",11.075,11.3825,11.0625,11.3725,15778400,10.149433
"2005-07-08",11.35,11.69,11.225,11.6575,16774400,10.403784
"2005-07-11",11.4025,11.615,11.3125,11.51,11516800,10.272145
"2005-07-12",11.5,11.5125,11.235,11.24,15527600,10.031182
"2005-07-13",11.305,11.4,11.245,11.3775,10971200,10.153894
"2005-07-14",11.5075,11.5375,11.35,11.47,7865600,10.236446
"2005-07-15",11.5,11.6425,11.2825,11.3675,20043600,10.144969
"2005-07-18",11.385,11.51,11.25,11.3875,16072400,10.162819
"2005-07-19",11.505,11.8,11.5,11.65,26858800,10.397087
"2005-07-20",11.8425,11.9975,11.61,11.65,36544800,10.397087
"2005-07-21",11.6025,11.69,11.275,11.5425,16747200,10.301149
"2005-07-22",11.235,11.2475,10.845,11.1175,30632000,9.921856
"2005-07-25",11.11,11.1375,10.53,10.7125,24210400,9.56041
"2005-07-26",10.77,11.075,10.7225,10.9925,20296000,9.810298
"2005-07-27",11.055,11.3625,11.0075,11.3575,17192000,10.136045
"2005-07-28",11.3875,11.405,11.1875,11.29,10768800,10.075806
"2005-07-29",11.305,11.395,11.1375,11.2025,11656400,9.997716
"2005-08-01",11.3975,11.5675,11.3125,11.47,17255200,10.236446
"2005-08-02",11.4425,11.59,11.355,11.3825,12412800,10.158356
"2005-08-03",11.325,11.3925,11.2275,11.34,10410400,10.120428
"2005-08-04",11.2025,11.325,11.0375,11.055,12335600,9.866078
"2005-08-05",11.015,11.08,10.6475,10.6575,16923200,9.511327
"2005-08-08",10.72,10.7725,10.5125,10.5275,13891600,9.395308
"2005-08-09",10.605,10.7425,10.5725,10.67,11657200,9.522482
"2005-08-10",10.46,10.6175,10.245,10.3875,38799600,9.270366
"2005-08-11",10.42,10.7475,10.4075,10.66,11484400,9.513557
"2005-08-12",10.6,10.6525,10.4725,10.6025,10376000,9.462242
"2005-08-15",10.555,10.8325,10.5375,10.72,7693600,9.567105
"2005-08-16",10.7025,10.7975,10.435,10.435,9691600,9.312758
"2005-08-17",10.4675,10.625,10.39,10.485,8735200,9.357379
"2005-08-18",10.4525,10.7425,10.4525,10.6625,9807200,9.515791
"2005-08-19",10.575,10.71,10.565,10.625,10776400,9.482321
"2005-08-22",10.6575,10.765,10.375,10.5,11573200,9.370767
"2005-08-23",10.525,10.6375,10.45,10.4575,9515200,9.332838
"2005-08-24",10.445,10.5575,10.2625,10.2825,9146000,9.176658
"2005-08-25",10.3125,10.34,10.195,10.2475,11530400,9.145422
"2005-08-26",10.24,10.31,10.065,10.2625,10642400,9.158807
"2005-08-29",10.2325,10.545,10.2075,10.5,9999200,9.370767
"2005-08-30",10.425,10.475,10.225,10.31,12225600,9.2012
"2005-08-31",10.335,10.75,10.3075,10.75,18236400,9.593881
"2005-09-01",10.765,10.8125,10.61,10.7425,12722000,9.587187
"2005-09-02",10.75,10.8,10.5825,10.6475,5693600,9.502404
"2005-09-06",10.6525,10.955,10.6175,10.8525,13902800,9.685357
"2005-09-07",10.7625,10.92,10.725,10.82,6787600,9.65635
"2005-09-08",10.7725,10.8825,10.675,10.7825,9391600,9.622885
"2005-09-09",10.85,11.115,10.8475,11.07,11104000,9.879463
"2005-09-12",11.29,11.425,11.255,11.3425,13524400,10.122659
"2005-09-13",11.2275,11.405,11.225,11.325,10429600,10.107038
"2005-09-14",11.3375,11.3725,11.2475,11.2825,6801600,10.069111
"2005-09-15",11.29,11.465,11.2825,11.4325,12415600,10.202979
"2005-09-16",11.32,11.58,11.32,11.58,19089600,10.334617
"2005-09-19",11.625,11.73,11.455,11.54,9349600,10.298919
"2005-09-20",11.51,11.8125,11.3575,11.4375,16147200,10.207442
"2005-09-21",11.4375,11.55,11.25,11.25,12359200,10.040109
"2005-09-22",11.26,11.5025,11.18,11.4475,10826800,10.216365
"2005-09-23",11.48,11.575,11.3125,11.5075,7527600,10.269912
"2005-09-26",11.61,11.995,11.59,11.8125,19986000,10.542112
"2005-09-27",11.8125,11.925,11.61,11.79,11402000,10.522032
"2005-09-28",11.8125,11.8225,11.5975,11.7025,8342000,10.443942
"2005-09-29",11.73,11.9375,11.575,11.875,8739200,10.597889
"2005-09-30",11.925,12.2975,11.89,12.19,17872000,10.879014
"2005-10-03",12.23,12.3625,11.8775,11.97,15059600,10.682674
"2005-10-04",11.9475,12.2525,11.795,11.82,14626800,10.548805
"2005-10-05",11.87,11.87,11.4875,11.5375,15222400,10.296687
"2005-10-06",11.545,11.6375,11.1825,11.38,24876000,10.156125
"2005-10-07",11.61,11.9575,11.5625,11.8775,24239200,10.60012
"2005-10-10",12.0625,12.125,11.8725,12.0075,14456400,10.71614
"2005-10-11",12.025,12.125,11.8725,11.915,23242800,10.633588
"2005-10-12",11.9725,12.0625,11.4625,11.5425,19772400,10.301149
"2005-10-13",11.475,11.815,11.4725,11.7,16694000,10.44171
"2005-10-14",11.775,11.8675,11.5125,11.855,14996000,10.580041
"2005-10-17",11.9225,11.9875,11.74,11.9325,12294800,10.649203
"2005-10-18",12,12.1175,11.8975,12.0575,14015600,10.760761
"2005-10-19",11.62,11.67,11.2,11.5025,46747200,10.26545
"2005-10-20",11.565,11.595,11.225,11.3025,21967600,10.086958
"2005-10-21",11.4675,11.485,11.25,11.405,16543200,10.178436
"2005-10-24",11.3975,11.945,11.3975,11.945,17094400,10.66036
"2005-10-25",11.9375,12.05,11.8125,11.9925,14164000,10.702753
"2005-10-26",11.9975,12.15,11.6975,11.6975,12894800,10.439481
"2005-10-27",11.725,11.74,11.305,11.395,12470400,10.169514
"2005-10-28",11.55,11.8075,11.4525,11.78,13308000,10.513107
"2005-10-31",11.86,12.0725,11.6925,11.8125,14897600,10.542112
"2005-11-01",11.8125,11.8875,11.635,11.7875,8801600,10.519799
"2005-11-02",11.9,12.2425,11.88,12.225,14589600,10.910251
"2005-11-03",12.3525,12.895,12.2875,12.6975,20060400,11.331934
"2005-11-04",12.735,12.7825,12.3025,12.42,14386800,11.084277
"2005-11-07",12.6225,12.6325,12.3275,12.4675,11835200,11.126667
"2005-11-08",12.67,12.915,12.625,12.8825,17316400,11.497037
"2005-11-09",12.955,13.0475,12.815,12.9025,14212800,11.514888
"2005-11-10",12.965,13.0775,12.7475,13.0775,12388400,11.671067
"2005-11-11",13.09,13.5225,13.0775,13.52,18118800,12.065978
"2005-11-14",13.4475,13.5275,12.9675,12.9975,20056400,11.599671
"2005-11-15",13.175,13.2075,12.8775,12.91,18120400,11.521578
"2005-11-16",13.7325,13.945,13.39,13.9075,59630400,12.411803
"2005-11-17",13.8825,14.1275,12.92,13.6875,89778800,12.215462
"2005-11-18",13.8,13.9,13.55,13.59,26414400,12.12845
"2005-11-21",13.58,13.6,13.45,13.55,16220000,12.092752
"2005-11-22",13.52,13.6425,13.455,13.525,12310400,12.070437
"2005-11-23",13.5675,13.575,13.31,13.4475,11051200,12.001275
"2005-11-25",13.4875,13.5575,13.2825,13.5575,3806400,12.099442
"2005-11-28",13.52,13.55,12.9675,13.03,13660800,11.628675
"2005-11-29",13.15,13.2075,12.8975,12.9,12336000,11.512658
"2005-11-30",12.8625,12.9725,12.6725,12.6725,18918000,11.309622
"2005-12-01",12.785,13.3475,12.6825,13.2475,19862000,11.822784
"2005-12-02",13.22,13.4075,13.1825,13.395,13016800,11.954419
"2005-12-05",13.4625,13.6575,13.4575,13.5975,16517200,12.135141
"2005-12-06",13.62,13.75,13.325,13.34,11234400,11.905334
"2005-12-07",13.3175,13.44,12.9325,13.1225,13488400,11.711227
"2005-12-08",13.1575,13.2375,12.9375,13.155,11675200,11.740232
"2005-12-09",13.2125,13.2925,12.975,12.995,8262400,11.597438
"2005-12-12",12.9875,13.1325,12.7725,12.92,11342400,11.530504
"2005-12-13",12.8325,13.5625,12.8325,13.4875,27391600,12.036972
"2005-12-14",13.5,13.525,12.98,13.025,17979200,11.624213
"2005-12-15",13.275,13.31,12.9,13.15,14249200,11.735767
"2005-12-16",13.1825,13.19,12.64,12.6725,24677600,11.309622
"2005-12-19",12.8275,12.925,12.5325,12.645,13956000,11.285081
"2005-12-20",12.675,12.92,12.62,12.905,12770000,11.517117
"2005-12-21",12.975,13.5275,12.945,13.5175,18915600,12.063745
"2005-12-22",13.2975,13.85,13.28,13.85,14570400,12.360486
"2005-12-23",13.875,13.9375,13.5375,13.64,7218000,12.173072
"2005-12-27",13.75,13.85,13.48,13.545,7159200,12.088288
"2005-12-28",13.635,13.635,13.25,13.36,8431600,11.923183
"2005-12-29",13.325,13.3875,13.1425,13.21,6620400,11.789317
"2005-12-30",13.125,13.375,13.0325,13.1425,8325600,11.729074
"2006-01-03",13.25,13.8325,13.12,13.675,17228400,12.204309
"2006-01-04",13.7075,13.9925,13.6525,13.8625,17344400,12.371641
"2006-01-05",14.11,14.315,14,14.155,17982800,12.632685
"2006-01-06",14.275,14.4125,14.16,14.2575,14891600,12.724163
"2006-01-09",14.7325,14.7325,14.39,14.4775,16164000,12.920501
"2006-01-10",14.4875,14.5125,14.075,14.2725,16017200,12.73755
"2006-01-11",14.3125,14.4,14.185,14.2325,12005200,12.70185
"2006-01-12",14.34,14.615,14.125,14.61,17164000,13.038752
"2006-01-13",14.6675,14.9375,14.6375,14.85,12998400,13.252943
"2006-01-17",14.68,14.82,14.575,14.765,11813200,13.177084
"2006-01-18",14.7075,14.715,14.38,14.655,14625600,13.078913
"2006-01-19",14.7675,14.845,14.3825,14.79,12306400,13.199393
"2006-01-20",14.7975,15.035,14.3125,14.39,19589200,12.842412
"2006-01-23",14.3125,14.33,13.925,14.0975,15457200,12.581368
"2006-01-24",14.425,14.6825,14.2,14.5025,19703200,12.942814
"2006-01-25",14.57,14.6625,14.2525,14.34,11868000,12.797788
"2006-01-26",14.5,14.75,14.3625,14.7275,12820400,13.143614
"2006-01-27",14.75,15,14.5125,14.935,16158400,13.328802
"2006-01-30",15,15.005,14.35,14.475,28006800,12.918272
"2006-01-31",14.475,15.3225,14.4,15.2175,45982800,13.580919
"2006-02-01",15.21,15.4175,14.89,15.3775,32670800,13.723708
"2006-02-02",15.0675,15.2675,14.9875,15.1775,22282000,13.545218
"2006-02-03",15.035,15.375,14.975,15.175,17762400,13.542989
"2006-02-06",15.2175,15.2225,14.8625,15.005,13940800,13.391272
"2006-02-07",15.0475,15.1825,14.905,15.085,13623600,13.462667
"2006-02-08",15.1125,15.185,14.7525,14.845,15772000,13.248477
"2006-02-09",14.835,14.9425,14.345,14.5825,28204800,13.014211
"2006-02-10",14.575,14.8375,14.42,14.775,19358000,13.186005
"2006-02-13",14.775,14.9025,14.625,14.795,11656400,13.203857
"2006-02-14",14.8425,15.1075,14.675,15.0725,15864800,13.45151
"2006-02-15",15.1025,15.2975,14.99,15.2975,12890400,13.652313
"2006-02-16",15.3,15.4675,15.2475,15.375,15665200,13.72148
"2006-02-17",15.375,15.5575,15.2525,15.365,11718400,13.712555
"2006-02-21",15.49,15.49,14.845,14.995,16558400,13.382347
"2006-02-22",15.0375,15.5175,14.9775,15.4675,15095200,13.804031
"2006-02-23",15.475,15.65,15.2375,15.32,11530000,13.672394
"2006-02-24",15.3525,15.4975,15.0525,15.415,8867600,13.757177
"2006-02-27",15.5125,15.9925,15.4625,15.9175,14999200,14.205634
"2006-02-28",15.82,15.8925,15.475,15.5675,13686000,13.893276
"2006-03-01",15.5875,15.6225,15.2175,15.2625,18236000,13.621078
"2006-03-02",15.2,15.41,15.1775,15.3225,10337600,13.674625
"2006-03-03",15.195,15.32,15.0225,15.0225,12629200,13.406889
"2006-03-06",15.05,15.0925,14.7125,14.875,11070000,13.27525
"2006-03-07",14.825,14.9425,14.6475,14.7725,9912400,13.183776
"2006-03-08",14.7925,15.325,14.6,15.195,15060000,13.560838
"2006-03-09",15.2875,15.3825,15.1,15.1425,12267200,13.513982
"2006-03-10",14.75,15.375,14.75,15.2725,9663600,13.63
"2006-03-13",15.375,15.48,15.21,15.3725,9586800,13.719249
"2006-03-14",15.35,15.7375,15.275,15.7175,14435600,14.027144
"2006-03-15",15.7175,15.9375,15.625,15.935,11902400,14.221253
"2006-03-16",16.055,16.165001,15.695,15.7225,22255200,14.031607
"2006-03-17",15.67,15.9275,15.67,15.8275,15814800,14.125314
"2006-03-20",16,16,15.52,15.755,10807200,14.060611
"2006-03-21",15.575,16.012501,15.5125,15.575,12724800,13.899969
"2006-03-22",15.52,15.7225,15.38,15.675,12373200,13.989216
"2006-03-23",15.655,15.68,15.33,15.505,8482400,13.837499
"2006-03-24",15.6375,15.7025,15.4375,15.585,6632000,13.908894
"2006-03-27",15.52,15.6175,15.3675,15.61,9e+06,13.931205
"2006-03-28",15.8,15.805,15.295,15.41,11443200,13.752715
"2006-03-29",15.49,15.62,15.335,15.505,9392800,13.837499
"2006-03-30",15.5275,15.6875,15.375,15.4175,8343600,13.759408
"2006-03-31",15.4825,15.7375,15.4275,15.555,10704800,13.88212
"2006-04-03",15.6875,15.9575,15.555,15.8725,13425600,14.165476
"2006-04-04",15.9625,16.25,15.8325,16.1325,17660400,14.397511
"2006-04-05",16.065001,16.184999,15.93,15.9775,12061600,14.259184
"2006-04-06",15.92,15.9675,15.3375,15.4275,19279600,13.768332
"2006-04-07",15.5975,15.6875,15.34,15.375,11493600,13.72148
"2006-04-10",15.35,15.625,15.175,15.4675,11110800,13.804031
"2006-04-11",15.5775,15.5775,15.02,15.1025,12218800,13.478285
"2006-04-12",15.1125,15.4525,14.9575,15.2725,15498800,13.63
"2006-04-13",15.2725,15.475,15.1425,15.3575,8954800,13.70586
"2006-04-17",15.38,15.4875,15.0175,15.2975,10529200,13.652313
"2006-04-18",15.3275,15.62,15.19,15.46,22391200,13.797338
"2006-04-19",15.75,16.3375,15.735,16.282499,35390800,14.531381
"2006-04-20",16.405001,16.549999,16.174999,16.290001,85579200,14.538074
"2006-04-21",16.385,16.465,16.0375,16.129999,23817200,14.39528
"2006-04-24",16.1775,16.1775,15.58,15.885,18588000,14.17663
"2006-04-25",15.8875,15.9675,15.2525,15.355,21888400,13.703629
"2006-04-26",15.305,15.315,14.055,14.3275,59128800,12.786634
"2006-04-27",14.3875,14.455,13.975,14.195,46131200,12.668383
"2006-04-28",14.5,14.525,14.1875,14.375,17856800,12.829023
"2006-05-01",14.46,14.685,14.31,14.4725,20896400,12.916039
"2006-05-02",14.5275,14.55,13.43,13.7,62120800,12.226617
"2006-05-03",13.74,14.0575,13.655,14.0275,33714000,12.518896
"2006-05-04",14.1175,14.1875,13.755,13.8,21512400,12.315866
"2006-05-05",13.9175,14.09,13.5675,14.0625,28068000,12.550134
"2006-05-08",14.0625,14.2625,14.0625,14.13,18044000,12.610373
"2006-05-09",14.1625,14.4075,14.1325,14.3375,16369600,12.795557
"2006-05-10",14.3075,14.5925,14.185,14.1975,22051200,12.670612
"2006-05-11",14.2375,14.3125,14.06,14.15,17734800,12.628221
"2006-05-12",14.0725,14.115,13.6925,13.885,15861600,12.391723
"2006-05-15",14.095,14.4125,14.025,14.27,24167600,12.735319
"2006-05-16",14.2025,14.415,13.9725,14.185,15444400,12.659459
"2006-05-17",14.0775,14.1875,13.8025,13.95,18948800,12.449732
"2006-05-18",14.0125,14.0575,13.255,13.4375,24780400,11.99235
"2006-05-19",13.425,13.75,13.1375,13.735,28104000,12.257856
"2006-05-22",13.58,13.7525,13.345,13.67,15877600,12.199844
"2006-05-23",13.8125,13.9375,13.3975,13.4425,17406400,11.996812
"2006-05-24",13.655,14.1275,13.5375,13.875,47514800,12.382798
"2006-05-25",13.885,14,13.76,13.95,15621600,12.449732
"2006-05-26",14.0625,14.395,13.8125,14.29,17447200,12.753165
"2006-05-30",14.295,14.295,13.9375,13.9425,14099200,12.443039
"2006-05-31",14.0025,14.3375,13.9375,14.3325,16526400,12.791096
"2006-06-01",14.5325,14.72,14.43,14.665,23402000,13.087836
"2006-06-02",14.7475,14.85,14.4575,14.6,18830000,13.029829
"2006-06-05",14.485,14.63,14.085,14.1225,11781600,12.603682
"2006-06-06",14.1175,14.395,14.0125,14.1475,17065600,12.625992
"2006-06-07",14.1475,14.495,14.1475,14.2025,20245600,12.675077
"2006-06-08",14.0975,14.2,13.8,14.1425,25942800,12.621529
"2006-06-09",14.2025,14.5625,14.1625,14.3275,16822400,12.786634
"2006-06-12",14.375,14.4375,14.005,14.04,14520000,12.530051
"2006-06-13",14.045,14.4375,13.9,14.255,20730000,12.721931
"2006-06-14",14.2,14.335,13.97,14.235,15861200,12.704082
"2006-06-15",14.21,14.705,14.1775,14.6475,23163600,13.072217
"2006-06-16",14.5775,14.6875,14.39,14.465,18366800,12.909346
"2006-06-19",14.45,14.4925,13.9375,14.0275,16876400,12.518896
"2006-06-20",14.0625,14.0625,13.6325,13.81,17348800,12.32479
"2006-06-21",13.8725,14.165,13.825,14.0025,15347200,12.496586
"2006-06-22",13.9275,14.165,13.6875,13.7375,11219600,12.260086
"2006-06-23",13.6675,14.0525,13.6675,13.8925,8946400,12.398416
"2006-06-26",13.875,13.96,13.775,13.9475,8453600,12.447502
"2006-06-27",13.9625,14.0825,13.6925,13.795,12466400,12.311402
"2006-06-28",13.86,14.055,13.715,14.0225,10408800,12.514435
"2006-06-29",14.125,14.7575,14.0825,14.7375,28572800,13.152539
"2006-06-30",14.7625,14.92,14.635,14.79,16653600,13.199393
"2006-07-03",14.785,14.8475,14.6875,14.815,4117200,13.221704
"2006-07-05",14.66,14.8025,14.525,14.7475,13080400,13.161465
"2006-07-06",14.735,15.06,14.735,15.025,11522000,13.409121
"2006-07-07",14.965,15.3175,14.88,15.19,18028000,13.556375
"2006-07-10",15.28,15.475,15.2,15.4,16923200,13.743791
"2006-07-11",15.455,15.64,15.165,15.44,24326800,13.779487
"2006-07-12",15.44,15.625,15.2275,15.4475,30699600,13.786182
"2006-07-13",15.325,15.475,15.18,15.275,17027200,13.632236
"2006-07-14",15.3125,15.33,14.7875,14.9775,14344400,13.366728
"2006-07-17",14.9275,15.125,14.8125,14.85,14564800,13.252943
"2006-07-18",14.94,15.17,14.8175,15.0625,22531200,13.442587
"2006-07-19",15.1,15.4725,15.0175,15.3075,21082400,13.661237
"2006-07-20",15.2575,15.4025,14.58,14.8375,32546000,13.241785
"2006-07-21",14.5425,15.0625,14.505,14.9275,27097600,13.322104
"2006-07-24",15.005,15.1525,14.84,15.1025,15555200,13.478285
"2006-07-25",15.05,15.5225,15.035,15.4725,15265200,13.808494
"2006-07-26",15.3975,15.74,15.3975,15.59,13962400,13.913357
"2006-07-27",15.6175,15.71,15.1375,15.3025,9837200,13.656775
"2006-07-28",15.4325,15.62,15.2,15.62,11661600,13.940131
"2006-07-31",15.62,15.6225,15.215,15.38,14984000,13.725943
"2006-08-01",15.3625,15.3775,15.0875,15.1775,14242400,13.545218
"2006-08-02",15.1875,15.525,15.1875,15.4,12760000,13.743791
"2006-08-03",15.3775,15.5925,15.1575,15.5175,11886800,13.848654
"2006-08-04",15.7,15.75,15.2275,15.3325,8459600,13.683551
"2006-08-07",15.365,15.5275,15.265,15.4825,7203600,13.817419
"2006-08-08",15.475,15.4825,15.1775,15.395,10657600,13.739328
"2006-08-09",15.49,15.745,15.3575,15.42,11370400,13.76164
"2006-08-10",15.425,15.6575,15.3275,15.465,12730000,13.801799
"2006-08-11",15.3925,15.585,15.3875,15.5125,9469600,13.84419
"2006-08-14",15.7225,15.8175,15.3825,15.3825,17937200,13.728172
"2006-08-15",15.6025,15.6975,15.33,15.555,15664800,13.88212
"2006-08-16",15.6575,16.014999,15.6375,16,19494000,14.279263
"2006-08-17",16.040001,16.247499,15.97,15.995,14520800,14.2748
"2006-08-18",16.012501,16.115,15.81,15.9125,14202400,14.201175
"2006-08-21",15.9125,15.9975,15.725,15.9075,11676400,14.196712
"2006-08-22",15.875,16.025,15.7725,15.865,10673600,14.158781
"2006-08-23",15.9225,15.935,15.6375,15.785,9382400,14.087386
"2006-08-24",15.7925,16.032499,15.79,15.925,8454800,14.212328
"2006-08-25",15.8375,15.95,15.7675,15.8,9745200,14.100772
"2006-08-28",15.8175,16.17,15.75,16.1175,10368800,14.384126
"2006-08-29",16.030001,16.1625,15.8025,16.01,11306000,14.288187
"2006-08-30",16.0175,16.049999,15.83,15.865,9262000,14.158781
"2006-08-31",15.9775,15.9775,15.7575,15.85,9751200,14.145392
"2006-09-01",15.91,16.022499,15.7725,15.8325,7863600,14.129778
