"","CAG.Open","CAG.High","CAG.Low","CAG.Close","CAG.Volume","CAG.Adjusted"
"2005-09-08",17.89105,17.968872,17.797665,17.867704,1772500,10.214153
"2005-09-09",17.828794,17.976654,17.797665,17.922178,1548500,10.245294
"2005-09-12",17.836576,17.937744,17.704281,17.821012,2446700,10.187463
"2005-09-13",17.743191,17.774319,17.556419,17.603113,3245200,10.062897
"2005-09-14",17.610895,17.657587,17.501945,17.571985,2269600,10.045104
"2005-09-15",17.556419,17.719845,17.501945,17.548637,2169400,10.031756
"2005-09-16",17.688717,17.719845,17.463036,17.665369,3464100,10.098486
"2005-09-19",17.556419,17.657587,17.392996,17.509727,2111100,10.009515
"2005-09-20",17.463036,17.509727,17.167315,17.167315,2374800,9.813772
"2005-09-21",18,18.303501,17.836576,17.922178,7974300,10.245294
"2005-09-22",17.914396,17.922178,17.587549,17.750973,3220000,10.147423
"2005-09-23",17.85214,18.132296,17.844358,18.03891,3717700,10.312023
"2005-09-26",18.124514,18.202335,17.953308,18.015564,2252800,10.298679
"2005-09-27",18.093386,18.241245,17.992218,18.155642,2346400,10.378755
"2005-09-28",18.264591,18.708172,18.241245,18.692608,4023700,10.685713
"2005-09-29",18.607004,18.988327,18.451363,18.941635,3393800,10.828069
"2005-09-30",18.941635,19.268482,18.933851,19.2607,4082700,11.010468
"2005-10-03",19.2607,19.385214,18.949417,19.252918,3746200,11.006017
"2005-10-04",19.354086,19.424124,19.237354,19.2607,2862300,11.010468
"2005-10-05",19.182878,19.268482,18.910505,18.964981,2299600,10.841416
"2005-10-06",18.949417,19.027237,18.552528,18.684824,3292900,10.681263
"2005-10-07",18.77821,18.926069,18.653696,18.863813,2610000,10.783586
"2005-10-10",18.809338,18.910505,18.599222,18.708172,1709900,10.694612
"2005-10-11",18.715954,18.770428,18.5214,18.599222,2092800,10.632329
"2005-10-12",18.661478,18.77821,18.482491,18.552528,1840800,10.605639
"2005-10-13",18.498055,18.63035,18.365759,18.498055,1531900,10.574495
"2005-10-14",18.498055,18.754864,18.334631,18.692608,1323400,10.685713
"2005-10-17",18.661478,18.66926,18.381323,18.544746,2831400,10.601185
"2005-10-18",18.544746,18.638132,18.435797,18.599222,1420600,10.632329
"2005-10-19",18.599222,18.599222,18.140078,18.536964,2109300,10.596738
"2005-10-20",18.63035,18.653696,18.140078,18.202335,2325800,10.405444
"2005-10-21",18.264591,18.396887,18.132296,18.171206,2449700,10.387648
"2005-10-24",18.256809,18.342413,18.007782,18.225681,2184300,10.418793
"2005-10-25",18.225681,18.256809,18.085604,18.194553,1742800,10.400998
"2005-10-26",18.217899,18.396887,18.217899,18.249027,1944800,10.43214
"2005-10-27",18.202335,18.303501,18.093386,18.155642,1154700,10.378755
"2005-10-28",18.015564,18.202335,17.898832,18.186769,2019500,10.554971
"2005-10-31",18.194553,18.319067,18.007782,18.10895,3505200,10.509805
"2005-11-01",18.03891,18.217899,17.992218,18.132296,2278500,10.523358
"2005-11-02",18.132296,18.178988,17.945526,18.132296,1786600,10.523358
"2005-11-03",18.171206,18.225681,18.023346,18.101168,1332800,10.505285
"2005-11-04",18.093386,18.186769,17.992218,18.124514,3040100,10.518838
"2005-11-07",18.132296,18.287937,18.023346,18.280155,2379500,10.609168
"2005-11-08",18.171206,18.241245,17.945526,18.023346,2386200,10.460122
"2005-11-09",18.062256,18.225681,17.984436,18.132296,2446200,10.523358
"2005-11-10",18.132296,18.303501,18,18.264591,1912300,10.600135
"2005-11-11",18.311283,18.319067,18.155642,18.225681,1011800,10.577553
"2005-11-14",18.163424,18.194553,17.883268,17.937744,2165200,10.410445
"2005-11-15",17.914396,18.054474,17.805447,17.828794,2976100,10.34721
"2005-11-16",17.813231,17.898832,17.463036,17.525291,2660500,10.171073
"2005-11-17",17.533073,17.735409,17.509727,17.712063,1778800,10.279467
"2005-11-18",17.821012,17.821012,17.626459,17.704281,2150800,10.27495
"2005-11-21",17.704281,17.898832,17.626459,17.626459,2943900,10.229784
"2005-11-22",17.33074,17.40856,17.042801,17.143969,6156500,9.949764
"2005-11-23",17.066149,17.143969,16.957199,17.073931,3382100,9.909116
"2005-11-25",17.089495,17.112841,16.996109,17.073931,1394700,9.909116
"2005-11-28",17.120623,17.151751,16.871595,16.964981,2927600,9.845886
"2005-11-29",17.089495,17.089495,16.941635,16.949417,2197000,9.836852
"2005-11-30",16.964981,17.027237,16.708172,16.731518,6556900,9.710393
"2005-12-01",16.801556,16.902723,16.708172,16.7393,3966000,9.714911
"2005-12-02",16.762646,16.770428,16.599222,16.653696,2864500,9.665226
"2005-12-05",16.614786,16.66926,16.451363,16.5214,3054400,9.588449
"2005-12-06",16.023346,16.256809,15.914397,16.10895,10491300,9.349074
"2005-12-07",15.968872,16.116732,15.735409,15.805448,5913000,9.172935
"2005-12-08",15.805448,15.875486,15.564202,15.680934,5830300,9.100671
"2005-12-09",15.657588,15.844358,15.610895,15.66537,3115000,9.091639
"2005-12-12",15.634241,15.66537,15.55642,15.603113,3167900,9.055508
"2005-12-13",15.642023,15.758755,15.571984,15.712062,4545100,9.118736
"2005-12-14",15.657588,15.89105,15.642023,15.774319,3596200,9.154868
"2005-12-15",15.782102,15.89105,15.696498,15.844358,3332200,9.195517
"2005-12-16",15.85214,16.023346,15.805448,15.961089,4445700,9.263261
"2005-12-19",15.961089,16.085604,15.953307,16.031128,3426000,9.303908
"2005-12-20",15.992218,16.186769,15.992218,16.132296,4332300,9.362623
"2005-12-21",16.186769,16.342413,16.132296,16.295719,3940500,9.457472
"2005-12-22",15.758755,16.178988,15.758755,16.031128,5392600,9.303908
"2005-12-23",15.922179,16.015564,15.758755,15.836576,3467500,9.190997
"2005-12-27",15.821012,15.828794,15.680934,15.70428,4234700,9.114221
"2005-12-28",15.680934,15.828794,15.680934,15.743191,2520200,9.136802
"2005-12-29",15.680934,15.821012,15.680934,15.766537,3278000,9.150348
"2005-12-30",15.766537,15.836576,15.70428,15.782102,3461600,9.159384
"2006-01-03",15.914397,15.992218,15.782102,15.968872,3050200,9.267778
"2006-01-04",15.968872,16.14786,15.937743,16.023346,4156200,9.299397
"2006-01-05",16.07004,16.140078,15.929961,15.937743,3171700,9.249713
"2006-01-06",16.031128,16.101168,15.836576,15.898832,3417500,9.227132
"2006-01-09",15.875486,16.101168,15.844358,16,3421300,9.285846
"2006-01-10",15.953307,16.07004,15.821012,15.836576,3645000,9.190997
"2006-01-11",15.844358,15.914397,15.735409,15.750973,2819800,9.141314
"2006-01-12",15.719845,15.89105,15.719845,15.867704,5299800,9.209063
"2006-01-13",15.914397,16,15.875486,15.968872,4285200,9.267778
"2006-01-17",15.898832,16.03891,15.875486,15.992218,2944500,9.281326
"2006-01-18",15.992218,16.132296,15.953307,16.101168,3166700,9.344562
"2006-01-19",16.077822,16.210117,16.062256,16.171206,4061700,9.385208
"2006-01-20",16.186769,16.202335,16.093386,16.124514,2874200,9.358109
"2006-01-23",16.14786,16.264591,16.10895,16.241245,3255600,9.425855
"2006-01-24",16.295719,16.482491,16.202335,16.428015,4165900,9.534246
"2006-01-25",16.498055,16.505836,16.365759,16.482491,3347200,9.565865
"2006-01-26",16.412451,16.451363,15.85214,15.898832,5723500,9.382245
"2006-01-27",16.015564,16.194553,15.883268,16.194553,2535100,9.556756
"2006-01-30",16.155642,16.256809,16.046692,16.171206,2303400,9.542977
"2006-01-31",16.085604,16.210117,15.953307,16.132296,3224500,9.520016
"2006-02-01",16.07004,16.365759,16.07004,16.326849,2998800,9.634826
"2006-02-02",16.303501,16.303501,16.07004,16.140078,3004200,9.524607
"2006-02-03",16.264591,16.575876,16.225681,16.459145,6492000,9.712894
"2006-02-06",16.420233,16.482491,16.155642,16.256809,3581800,9.593492
"2006-02-07",16.202335,16.264591,15.929961,16.077822,3035000,9.48787
"2006-02-08",16.031128,16.116732,15.953307,16.062256,1845900,9.478684
"2006-02-09",16.054474,16.132296,15.883268,16.007782,2522100,9.446537
"2006-02-10",15.953307,16.116732,15.85214,15.929961,3269100,9.400615
"2006-02-13",15.867704,16.015564,15.766537,15.914397,1968700,9.391428
"2006-02-14",15.929961,16.023346,15.844358,15.961089,2047100,9.418983
"2006-02-15",15.961089,16.085604,15.836576,16.031128,2195400,9.460313
"2006-02-16",16.031128,16.054474,15.968872,16.031128,2171000,9.460313
"2006-02-17",16.015564,16.116732,15.937743,16.03891,1870300,9.464909
"2006-02-21",16.07004,16.163424,15.922179,16.007782,1974500,9.446537
"2006-02-22",16.085604,16.412451,16.062256,16.287937,2410600,9.611863
"2006-02-23",16.264591,16.357977,15.976654,16.054474,2732500,9.474089
"2006-02-24",16.14786,16.389105,16.101168,16.303501,2721600,9.621048
"2006-02-27",16.498055,16.653696,16.466927,16.645914,3135700,9.823112
"2006-02-28",16.645914,16.653696,16.303501,16.365759,3121900,9.657788
"2006-03-01",16.451363,16.63035,16.420233,16.614786,2615600,9.804746
"2006-03-02",16.661478,16.692608,16.311283,16.396887,3490300,9.676153
"2006-03-03",16.350195,16.56031,16.311283,16.435797,2053300,9.699119
"2006-03-06",16.443581,16.498055,16.124514,16.194553,2715700,9.556756
"2006-03-07",16.186769,16.272373,16.077822,16.163424,1940300,9.538385
"2006-03-08",16.163424,16.256809,15.953307,16.14786,2766200,9.529202
"2006-03-09",16.14786,16.272373,16.124514,16.155642,2248700,9.533792
"2006-03-10",16.186769,16.272373,16.101168,16.202335,2455300,9.561347
"2006-03-13",16.171206,16.428015,16.085604,16.319067,3775500,9.630232
"2006-03-14",16.210117,16.256809,15.968872,16.14786,3661600,9.529202
"2006-03-15",16.101168,16.334631,15.805448,15.883268,4725000,9.373057
"2006-03-16",14.980545,15.175097,14.669261,15.175097,31143000,8.955153
"2006-03-17",15.198443,15.361868,15.042802,15.284047,8972200,9.019448
"2006-03-20",15.284047,15.36965,15.175097,15.36965,5117700,9.069963
"2006-03-21",15.36965,15.571984,15.268482,15.55642,6334400,9.180178
"2006-03-22",15.470818,15.867704,15.447471,15.766537,6665400,9.304171
"2006-03-23",15.89105,16.046692,15.766537,15.984436,5042400,9.432758
"2006-03-24",16.031128,16.264591,16.031128,16.256809,5901700,9.593492
"2006-03-27",16.287937,16.420233,16.202335,16.404669,6303500,9.680746
"2006-03-28",16.435797,16.505836,16.210117,16.287937,5437200,9.611863
"2006-03-29",16.381323,16.661478,16.334631,16.59144,4567200,9.790965
"2006-03-30",16.474709,16.614786,16.381323,16.56031,6381000,9.772594
"2006-03-31",16.614786,16.801556,16.575876,16.70039,5172300,9.855263
"2006-04-03",16.731518,16.894941,16.684824,16.848249,4814700,9.942516
"2006-04-04",16.817122,16.840467,16.661478,16.817122,5212400,9.924145
"2006-04-05",16.817122,16.972763,16.7393,16.933851,3562100,9.99303
"2006-04-06",16.926069,16.926069,16.7393,16.879377,3540900,9.960885
"2006-04-07",16.856031,16.894941,16.754864,16.762646,3337400,9.891997
"2006-04-10",16.70039,16.793774,16.653696,16.77821,3160900,9.901183
"2006-04-11",16.7393,17.027237,16.708172,16.770428,5073500,9.896592
"2006-04-12",16.7393,16.7393,16.474709,16.5214,3300500,9.749636
"2006-04-13",16.5214,16.645914,16.373541,16.490273,3044800,9.731267
"2006-04-17",16.498055,16.70039,16.490273,16.599222,2342500,9.795556
"2006-04-18",16.536964,16.754864,16.529182,16.653696,3514000,9.827702
"2006-04-19",16.614786,16.747082,16.575876,16.7393,2618100,9.878223
"2006-04-20",16.677042,16.902723,16.63035,16.894941,3552300,9.970067
"2006-04-21",17.003891,17.003891,16.809338,16.980545,3268900,10.020587
"2006-04-24",16.964981,17.400778,16.964981,17.33074,4770600,10.227242
"2006-04-25",17.307392,17.431906,17.252918,17.392996,3437500,10.26398
"2006-04-26",17.431906,17.657587,17.424124,17.610895,3673400,10.392571
"2006-04-27",17.470818,17.719845,17.354086,17.579767,3266000,10.481328
"2006-04-28",17.548637,17.688717,17.509727,17.649805,3906200,10.523086
"2006-05-01",17.618677,17.813231,17.548637,17.680933,3257200,10.541644
"2006-05-02",17.727627,18.03891,17.548637,17.945526,3845600,10.699402
"2006-05-03",17.898832,17.945526,17.735409,17.805447,2772300,10.615883
"2006-05-04",17.859922,17.898832,17.774319,17.797665,1606600,10.61124
"2006-05-05",17.805447,17.96109,17.797665,17.898832,3544800,10.671564
"2006-05-08",17.914396,18.03891,17.743191,17.92996,2149100,10.690121
"2006-05-09",17.937744,18.116732,17.859922,18.101168,3205100,10.792192
"2006-05-10",18.031128,18.116732,17.859922,17.968872,1749100,10.713325
"2006-05-11",17.953308,17.96109,17.805447,17.844358,1806000,10.63908
"2006-05-12",17.828794,17.844358,17.680933,17.704281,2357400,10.555568
"2006-05-15",17.704281,17.743191,17.556419,17.743191,2710900,10.578765
"2006-05-16",17.719845,17.727627,17.517509,17.595331,2929100,10.490612
"2006-05-17",17.525291,17.587549,17.29961,17.470818,3985800,10.416372
"2006-05-18",17.463036,17.750973,17.252918,17.548637,3228400,10.462766
"2006-05-19",17.587549,17.603113,17.36965,17.416342,2639700,10.383893
"2006-05-22",17.416342,17.556419,17.307392,17.447472,2769500,10.402455
"2006-05-23",17.470818,17.626459,17.400778,17.447472,2009600,10.402455
"2006-05-24",17.400778,17.548637,17.151751,17.455254,2685300,10.407089
"2006-05-25",17.509727,17.696499,17.431906,17.688717,2602500,10.546288
"2006-05-26",17.688717,17.750973,17.587549,17.680933,2594000,10.541644
"2006-05-30",17.603113,17.657587,17.4786,17.486382,2099800,10.425654
"2006-05-31",17.494164,17.595331,17.431906,17.587549,1819000,10.485964
"2006-06-01",17.587549,17.782101,17.509727,17.688717,2305500,10.546288
"2006-06-02",17.649805,17.688717,17.517509,17.642023,1535400,10.518447
"2006-06-05",17.595331,17.743191,17.556419,17.665369,1973100,10.532367
"2006-06-06",17.673151,17.712063,17.385214,17.548637,2381300,10.462766
"2006-06-07",17.540855,17.712063,17.416342,17.455254,2803900,10.407089
"2006-06-08",17.463036,17.470818,16.894941,17.050583,5351500,10.165821
"2006-06-09",17.003891,17.33074,16.941635,17.22179,1660900,10.267897
"2006-06-12",17.214008,17.361868,17.175097,17.284046,1562500,10.305013
"2006-06-13",17.361868,17.361868,17.042801,17.089495,2410400,10.189021
"2006-06-14",17.042801,17.307392,16.941635,17.128405,3659500,10.212218
"2006-06-15",17.182878,17.190662,16.894941,17.190662,2232300,10.249339
"2006-06-16",17.112841,17.36965,17.112841,17.214008,2818600,10.263257
"2006-06-19",17.252918,17.33074,17.105059,17.120623,1994700,10.207581
"2006-06-20",17.120623,17.431906,16.964981,17.29961,3492800,10.314292
"2006-06-21",17.315176,17.431906,17.198444,17.252918,1686000,10.286459
"2006-06-22",17.167315,17.214008,17.003891,17.003891,2312700,10.137984
"2006-06-23",16.918287,17.097277,16.801556,16.972763,2001200,10.119424
"2006-06-26",16.988327,17.120623,16.926069,17.011673,2042300,10.142621
"2006-06-27",16.926069,17.089495,16.856031,16.988327,2577700,10.128703
"2006-06-28",16.536964,17.190662,16.505836,16.926069,3386300,10.091583
"2006-06-29",17.112841,17.120623,16.894941,17.035019,3010800,10.156542
"2006-06-30",17.097277,17.206226,16.933851,17.206226,2902100,10.258618
"2006-07-03",17.237354,17.276264,17.143969,17.190662,1328500,10.249339
"2006-07-05",17.22179,17.431906,17.175097,17.22179,2432300,10.267897
"2006-07-06",17.182878,17.268482,16.949417,17.120623,2713900,10.207581
"2006-07-07",17.081713,17.112841,16.910505,17.011673,2663100,10.142621
"2006-07-10",17.027237,17.424124,17.027237,17.346304,3766200,10.342134
"2006-07-11",17.346304,17.486382,17.214008,17.385214,2462000,10.365332
"2006-07-12",17.392996,17.455254,17.22179,17.338522,1713500,10.337493
"2006-07-13",17.346304,17.447472,17.081713,17.120623,1787000,10.207581
"2006-07-14",17.050583,17.105059,17.003891,17.050583,2017000,10.165821
"2006-07-17",17.011673,17.229572,16.988327,17.143969,1186500,10.221499
"2006-07-18",17.143969,17.151751,16.980545,17.136187,1865900,10.216862
"2006-07-19",17.206226,17.33074,17.120623,17.206226,1574100,10.258618
"2006-07-20",17.167315,17.276264,17.058365,17.081713,2762700,10.184383
"2006-07-21",17.120623,17.128405,16.957199,17.042801,2712700,10.161182
"2006-07-24",16.988327,17.058365,16.879377,17.027237,1667500,10.151904
"2006-07-25",16.918287,17.120623,16.887159,17.089495,1816000,10.189021
"2006-07-26",17.050583,17.097277,16.871595,16.902723,2206900,10.077664
"2006-07-27",16.848249,16.887159,16.490273,16.536964,2269000,9.965718
"2006-07-28",16.607004,16.926069,16.607004,16.918287,2055700,10.195518
"2006-07-31",16.817122,16.856031,16.677042,16.731518,2560200,10.082966
"2006-08-01",16.653696,16.809338,16.544746,16.754864,2478200,10.097032
"2006-08-02",16.70039,16.879377,16.607004,16.863813,1903000,10.162692
"2006-08-03",16.863813,16.926069,16.731518,16.762646,2059500,10.101721
"2006-08-04",16.856031,17.027237,16.817122,17.019455,2040700,10.256485
"2006-08-07",16.957199,17.097277,16.863813,17.089495,2489500,10.298694
"2006-08-08",17.120623,17.182878,17.058365,17.167315,2582200,10.345588
"2006-08-09",17.190662,17.33074,17.159533,17.182878,2188400,10.354972
"2006-08-10",17.190662,17.385214,17.089495,17.377432,2667400,10.472216
"2006-08-11",17.29961,17.400778,17.268482,17.400778,1312700,10.486282
"2006-08-14",17.400778,17.743191,17.385214,17.673151,3137800,10.650423
"2006-08-15",17.673151,17.797665,17.649805,17.735409,1930500,10.687943
"2006-08-16",17.813231,17.821012,17.533073,17.665369,1211400,10.645736
"2006-08-17",17.626459,17.712063,17.533073,17.634241,1234300,10.626976
"2006-08-18",17.704281,17.766537,17.579767,17.665369,1561600,10.645736
"2006-08-21",17.688717,17.937744,17.680933,17.805447,2057200,10.730149
"2006-08-22",17.813231,17.821012,17.680933,17.680933,1400900,10.655111
"2006-08-23",17.696499,17.984436,17.649805,17.953308,2653500,10.819255
"2006-08-24",17.953308,18.14786,17.945526,18.101168,4321100,10.908357
"2006-08-25",18.101168,18.56031,18.101168,18.459145,4075200,11.124089
"2006-08-28",18.482491,18.568094,18.334631,18.529182,2466900,11.166296
"2006-08-29",18.536964,18.622568,18.443581,18.599222,2284400,11.208504
"2006-08-30",18.614786,18.692608,18.529182,18.544746,1637700,11.175679
"2006-08-31",18.56031,18.677042,18.404669,18.5214,1711700,11.161607
"2006-09-01",18.622568,18.638132,18.435797,18.575876,1607100,11.19443
"2006-09-05",18.56031,18.56031,18.381323,18.428015,2321000,11.105328
"2006-09-06",18.350195,18.404669,18.287937,18.342413,2499400,11.053744
"2006-09-07",18.357977,18.404669,18.287937,18.311283,2718200,11.034983
"2006-09-08",18.357977,18.428015,18.241245,18.303501,3113200,11.030294
"2006-09-11",18.319067,18.404669,18.272373,18.287937,2091200,11.02091
"2006-09-12",18.287937,18.326849,18.233463,18.287937,2384400,11.02091
"2006-09-13",18.241245,18.404669,18.202335,18.334631,1700900,11.049052
"2006-09-14",18.303501,18.357977,18.272373,18.287937,2704100,11.02091
"2006-09-15",18.287937,18.373541,18.171206,18.171206,3680200,10.950566
"2006-09-18",18.101168,18.210117,18.101168,18.140078,3630700,10.931808
"2006-09-19",18.077822,18.155642,17.976654,18.031128,3828900,10.866155
"2006-09-20",18.031128,18.186769,17.992218,18.101168,3367300,10.908357
"2006-09-21",18.832685,18.910505,18.303501,18.428015,10477500,11.105328
"2006-09-22",18.389105,18.435797,18.225681,18.287937,3094400,11.02091
"2006-09-25",18.435797,18.754864,18.396887,18.66926,5603200,11.250711
"2006-09-26",18.684824,18.941635,18.63035,18.887159,2393100,11.382026
"2006-09-27",18.817122,19.073931,18.817122,19.050583,3625800,11.480509
"2006-09-28",19.112841,19.190662,18.957199,19.097277,2440300,11.508646
"2006-09-29",19.159533,19.159533,18.972763,19.050583,2009400,11.480509
"2006-10-02",19.128405,19.143969,18.972763,19.003891,1529900,11.452371
"2006-10-03",19.035019,19.206226,18.957199,19.035019,2630200,11.471128
"2006-10-04",19.066149,19.291828,19.027237,19.229572,2541400,11.588375
"2006-10-05",19.252918,19.595331,19.237354,19.455254,5310100,11.724379
"2006-10-06",19.377432,19.463036,19.315176,19.447472,3288300,11.719687
"2006-10-09",19.400778,19.603113,19.338522,19.455254,4042400,11.724379
"2006-10-10",19.400778,19.603113,19.307392,19.525291,4127600,11.766583
"2006-10-11",19.533073,19.844358,19.486382,19.540855,4193200,11.775963
"2006-10-12",19.494164,19.680933,19.4786,19.494164,3800300,11.747824
"2006-10-13",19.43969,19.564203,19.322958,19.548637,2296500,11.780658
"2006-10-16",19.548637,19.844358,19.509727,19.766537,3629000,11.911965
"2006-10-17",19.821012,20.062256,19.758755,20.062256,6860700,12.090177
"2006-10-18",20.07004,20.217899,20.03891,20.093386,8864000,12.108936
"2006-10-19",20.124514,20.171206,19.953308,20.054474,5201600,12.085488
"2006-10-20",20.186769,20.241245,20.007782,20.186769,3038100,12.165211
"2006-10-23",20.186769,20.287937,20.140078,20.233463,3400600,12.193351
"2006-10-24",20.171206,20.202335,19.945526,20.085604,4960100,12.104247
"2006-10-25",20.085604,20.303501,20.054474,20.249027,3601200,12.202737
"2006-10-26",20.178988,20.186769,19.883268,20.023346,5904700,12.174955
"2006-10-27",20.241245,20.311283,20.03891,20.194553,4694100,12.279056
"2006-10-30",20.225681,20.303501,20.077822,20.249027,4742400,12.312183
"2006-10-31",20.217899,20.365759,20.163424,20.350195,3769100,12.373692
"2006-11-01",20.287937,20.365759,20.186769,20.202335,6903600,12.283789
"2006-11-02",20.171206,20.287937,20.085604,20.194553,4822600,12.279056
"2006-11-03",20.116732,20.225681,19.85214,19.906614,4305000,12.103976
"2006-11-06",19.953308,20.085604,19.696499,19.805447,5343500,12.042463
"2006-11-07",19.844358,20.046692,19.836576,19.836576,3624800,12.061393
"2006-11-08",19.696499,19.953308,19.610895,19.735409,5662900,11.999877
"2006-11-09",19.696499,19.828794,19.665369,19.727627,4017900,11.995143
"2006-11-10",19.774319,20.031128,19.735409,19.883268,2903700,12.08978
"2006-11-13",19.688717,19.789883,19.649805,19.727627,2445400,11.995143
"2006-11-14",19.735409,19.774319,19.564203,19.712063,3128500,11.985685
"2006-11-15",19.750973,19.945526,19.688717,19.688717,2517000,11.971491
"2006-11-16",19.719845,19.789883,19.642023,19.719845,2386100,11.990419
"2006-11-17",19.719845,19.719845,19.571985,19.626459,2481700,11.933636
"2006-11-20",19.571985,19.673151,19.416342,19.43969,3648200,11.820067
"2006-11-21",19.463036,19.618677,19.447472,19.548637,3786500,11.886319
"2006-11-22",19.540855,19.657587,19.525291,19.618677,2018000,11.928899
"2006-11-24",19.548637,19.564203,19.43969,19.470818,1095900,11.838995
"2006-11-27",19.4786,19.665369,19.470818,19.642023,4116600,11.943099
"2006-11-28",19.642023,20.031128,19.642023,19.953308,5276800,12.132372
"2006-11-29",19.968872,20.311283,19.968872,20.186769,4991500,12.274321
"2006-11-30",20.132296,20.155642,19.992218,20,4520300,12.160762
"2006-12-01",20.03891,20.178988,19.859922,20.046692,2881400,12.189148
"2006-12-04",20.171206,20.381323,19.898832,20.295719,2545000,12.340568
"2006-12-05",20.249027,20.295719,20.14786,20.210117,2337900,12.28852
"2006-12-06",20.155642,20.210117,19.665369,19.758755,5714100,12.014076
"2006-12-07",19.875486,20.217899,19.867704,19.906614,3996200,12.103976
"2006-12-08",20.007782,20.311283,20.007782,20.280155,6103200,12.331104
"2006-12-11",20.280155,20.357977,20.186769,20.233463,2211000,12.302713
"2006-12-12",20.233463,20.568094,20.217899,20.544746,3570300,12.491986
"2006-12-13",20.692608,20.918287,20.583658,20.918287,5858400,12.719113
"2006-12-14",20.824903,20.933851,20.684824,20.715954,3013800,12.596087
"2006-12-15",20.708172,20.723736,20.56031,20.607004,4051200,12.529842
"2006-12-18",20.568094,20.715954,20.529182,20.66926,3258100,12.567696
"2006-12-19",20.70039,20.941635,20.661478,20.848249,4558500,12.676532
"2006-12-20",20.856031,21.073931,20.785992,20.894941,4932700,12.704924
"2006-12-21",21.758755,22.062256,21.245136,21.276264,13624000,12.936777
"2006-12-22",21.245136,21.315176,21.027237,21.182878,2760600,12.879993
"2006-12-26",21.182878,21.40856,21.105059,21.252918,2646700,12.92258
"2006-12-27",21.361868,21.447472,21.066149,21.089495,6369700,12.823215
"2006-12-28",21.089495,21.198444,20.918287,21.003891,4421100,12.771163
"2006-12-29",21.011673,21.089495,20.817122,21.011673,3326600,12.7759
"2007-01-03",21.089495,21.2607,20.988327,21.011673,5653400,12.7759
"2007-01-04",21.011673,21.424124,21.011673,21.416342,9729500,13.021949
"2007-01-05",21.400778,21.579767,21.206226,21.268482,5537100,12.932046
"2007-01-08",21.097277,21.416342,21.097277,21.40856,4350800,13.01722
"2007-01-09",21.470818,21.4786,21.190662,21.40856,6838300,13.01722
"2007-01-10",21.322958,21.361868,21.066149,21.276264,4879000,12.936777
"2007-01-11",21.385214,21.392996,21.252918,21.354086,3762400,12.984099
"2007-01-12",21.322958,21.346304,21.035019,21.050583,4035100,12.799552
"2007-01-16",21.050583,21.22179,20.980545,21.159533,4532800,12.865797
"2007-01-17",21.089495,21.159533,20.988327,21.003891,4141200,12.771163
"2007-01-18",21.167315,21.307392,20.747082,20.941635,4613900,12.733313
"2007-01-19",20.933851,20.941635,20.731518,20.747082,5627500,12.615012
"2007-01-22",20.762646,21.011673,20.7393,20.887159,4624200,12.70019
"2007-01-23",20.770428,20.879377,20.661478,20.747082,5155100,12.615012
"2007-01-24",20.785992,20.801556,20.684824,20.770428,5623000,12.629212
"2007-01-25",20.622568,20.66926,20.505836,20.568094,4268800,12.615508
"2007-01-26",20.568094,20.583658,20.155642,20.303501,5748100,12.453221
"2007-01-29",20.311283,20.529182,20.264591,20.295719,6559700,12.448448
"2007-01-30",20.350195,20.381323,19.945526,20.03891,6848700,12.290933
"2007-01-31",20.03891,20.178988,19.968872,20.007782,5829700,12.271843
"2007-02-01",20.007782,20.163424,19.922178,20.10895,6450100,12.33389
"2007-02-02",20.132296,20.132296,20,20.077822,2793800,12.314801
"2007-02-05",20,20.007782,19.828794,19.85214,3506700,12.176376
"2007-02-06",19.85214,20.007782,19.805447,19.828794,3815500,12.162065
"2007-02-07",19.828794,19.883268,19.719845,19.797665,3266300,12.142969
"2007-02-08",19.797665,20.054474,19.719845,19.937744,7349300,12.228885
"2007-02-09",19.898832,20,19.821012,19.828794,6239700,12.162065
"2007-02-12",19.844358,19.945526,19.836576,19.867704,4764700,12.185925
"2007-02-13",19.922178,20.225681,19.922178,20.210117,3746400,12.395945
"2007-02-14",20.210117,20.249027,20.07004,20.116732,5633100,12.338666
"2007-02-15",20.116732,20.443581,19.953308,20.303501,3859300,12.453221
"2007-02-16",20.210117,20.428015,20.116732,20.186769,2571100,12.381621
"2007-02-20",20.124514,20.544746,20.031128,20.428015,4010900,12.529593
"2007-02-21",20.326849,20.373541,20.101168,20.124514,2732800,12.343441
"2007-02-22",20.132296,20.210117,19.859922,19.922178,2667600,12.219336
"2007-02-23",20.007782,20.007782,19.782101,19.867704,3028700,12.185925
"2007-02-26",19.844358,19.883268,19.719845,19.735409,3800900,12.104779
"2007-02-27",19.657587,19.898832,19.36965,19.447472,6291700,11.928173
"2007-02-28",19.533073,19.727627,19.463036,19.618677,4222100,12.03318
"2007-03-01",19.455254,19.704281,19.214008,19.564203,4270400,11.999772
"2007-03-02",19.533073,19.533073,18.996109,18.996109,5738900,11.651327
"2007-03-05",18.996109,19.081713,18.754864,18.856031,5434200,11.56541
"2007-03-06",18.871595,19.136187,18.863813,19.136187,3304500,11.737247
"2007-03-07",19.105059,19.252918,18.996109,19.143969,4411900,11.742017
"2007-03-08",19.29961,19.43969,19.167315,19.40856,3401000,11.904305
"2007-03-09",19.431906,19.610895,19.354086,19.564203,3192800,11.999772
